instance family sequential-except-0 sequential-except-1 sequential-except-2 sequential-except-3
g38-g97 11 110 108 109 109
g38-g98 11 111 109 165 117
g38-g99 11 110 108 133 119
g39-g100 11 114 108 109 163
g39-g101 11 2458 4792 7096 9379
g39-g102 11 2524 4973 7310 9666
g39-g103 11 2758 5316 7767 10271
g39-g104 11 1000000 1000001 1000001 1000001
g39-g105 11 1000001 1000001 1000002 1000001
g39-g106 11 1000003 1000002 1000002 1000001
g39-g107 11 1000001 1000002 1000001 1000000
g39-g108 11 1000001 1000003 1000003 1000002
g39-g109 11 11720 23077 34075 45078
g39-g110 11 14318 28382 43816 60425
g39-g111 11 1000003 1000002 1000003 1000002
g39-g112 11 1143 1374 2427 12871
g39-g51 11 1 2 1 1000000
g39-g52 11 2 1 1 37
g39-g53 11 5405 19681 33837 47668
g39-g54 11 42 117 172 251
g39-g55 11 45 128 207 294
g39-g56 11 59 146 244 330
g39-g57 11 3 4 3 4
g39-g61 11 6 6 15 20
g39-g62 11 6 6 101 203
g39-g63 11 428178 1000000 1000000 1000000
g39-g64 11 70 23 23 24
g39-g65 11 179 353 524 692
g39-g67 11 171 348 496 660
g39-g68 11 23 20 20 21
g39-g69 11 10 160 1387 3604
g39-g70 11 9 9 9 9
g39-g71 11 10 177 1372 3651
g39-g72 11 10 10 10 10
g39-g74 11 12 17 209 233
g39-g75 11 329 651 1015 1295
g39-g76 11 1143 2253 3153 4565
g39-g77 11 2283 4567 6889 8938
g39-g78 11 337 649 962 1294
g39-g79 11 19 61 66 294
g39-g80 11 23 23 34 23
g39-g81 11 691 1347 2045 2663
g39-g83 11 670 1458 2202 2702
g39-g84 11 2273 4887 6987 9116
g39-g85 11 33 32 32 33
g39-g87 11 245 741 1325 2017
g39-g88 11 379 887 1529 2396
g39-g89 11 36 35 36 36
g39-g90 11 1159 2270 3371 4451
g39-g91 11 61 60 61 646
g39-g92 11 75 74 170 1187
g39-g94 11 1058 2443 3849 5307
g39-g95 11 109 108 109 2784
g39-g96 11 109 120 2006 4114
g39-g97 11 109 108 109 4536
g39-g98 11 1066 4664 11955 22408
g39-g99 11 1713 7001 13941 25803
g4-g100 11 51 51 59 51
g4-g101 11 63 63 65 63
g4-g102 11 64 64 64 64
g4-g103 11 184 291 403 471
g4-g104 11 140 140 140 140
g4-g105 11 142 141 142 142
g4-g106 11 273 266 267 265
g4-g107 11 259 271 261 271
g4-g108 11 304 304 304 304
g4-g109 11 328 328 329 329
g4-g110 11 768 1177 1612 2050
g4-g111 11 430 430 427 426
g4-g112 11 564 565 582 566
g4-g51 11 0 0 0 0
g4-g52 11 0 0 0 0
g4-g53 11 2 5 0 0
g4-g54 11 1 2 3 6
g4-g55 11 1 1 1 2
g4-g56 11 1 3 6 8
g4-g57 11 1 1 1 1
g4-g61 11 1 2 1 1
g4-g62 11 2 2 2 2
g4-g63 11 80 316 623 7
g4-g64 11 119129 249536 363352 6475
g4-g65 11 13 22 48 39
g4-g67 11 3 3 3 3
g4-g68 11 1059 2000 2744 4
g4-g69 11 4 4 4 3
g4-g70 11 3 4 4 4
g4-g71 11 3 4 4 4
g4-g72 11 4 4 4 4
g4-g74 11 6 8 9 12
g4-g75 11 27 46 64 101
g4-g76 11 112 181 254 322
g4-g77 11 213 389 607 700
g4-g78 11 25 45 40 51
g4-g79 11 8 11 9 12
g4-g80 11 10 10 10 10
g4-g81 11 50 83 112 139
g4-g83 11 47 109 126 131
g4-g84 11 243 438 598 747
g4-g85 11 14 17 14 18
g4-g87 11 15 15 16 19
g4-g88 11 21 20 27 35
g4-g89 11 15 15 15 15
g4-g90 11 34 27 34 27
g4-g91 11 27 27 27 27
g4-g92 11 34 34 34 34
g4-g94 11 46 57 46 46
g4-g95 11 56 50 52 50
g4-g96 11 62 60 50 50
g4-g97 11 50 50 50 50
g4-g98 11 51 51 51 51
g4-g99 11 51 51 51 53
g40-g100 11 110 109 109 110
g40-g101 11 133 130 131 131
g40-g102 11 134 141 132 173
g40-g103 11 137 134 208 146
g40-g104 11 324 285 286 286
g40-g105 11 290 286 371 288
g40-g106 11 571 528 529 528
g40-g107 11 527 522 555 523
g40-g108 11 616 667 625 615
g40-g109 11 661 657 658 659
g40-g110 11 817 793 798 795
g40-g111 11 853 847 849 850
g40-g112 11 1143 1136 1134 1187
g40-g51 11 2 2 2 1
g40-g52 11 2 1 2 2
g40-g53 11 2 2 2 2
g40-g54 11 3 3 3 3
g40-g55 11 3 3 3 3
g40-g56 11 4 5 4 4
g40-g57 11 4 3 4 4
g40-g61 11 5 5 5 5
g40-g62 11 6 7 6 6
g40-g63 11 7 7 7 7
g40-g64 11 10 9 9 9
g40-g65 11 8 7 10 7
g40-g67 11 8 8 8 8
g40-g68 11 10 9 9 9
g40-g69 11 9 9 12 9
g40-g70 11 13 12 9 9
g40-g71 11 12 12 12 12
g40-g72 11 11 10 10 10
g40-g74 11 17 16 17 12
g40-g75 11 15 14 21 21
g40-g76 11 1026 2154 3388 4755
g40-g77 11 2493 5258 8308 11678
g40-g78 11 14 19 14 14
g40-g79 11 19 18 26 26
g40-g80 11 35 34 34 23
g40-g81 11 40 33 32 32
g40-g83 11 33 32 34 47
g40-g84 11 2543 5564 8827 12400
g40-g85 11 33 32 33 32
g40-g87 11 34 33 34 34
g40-g88 11 35 33 34 34
g40-g89 11 36 35 35 35
g40-g90 11 75 67 59 64
g40-g91 11 60 70 59 59
g40-g92 11 78 73 111 73
g40-g94 11 98 96 110 96
g40-g95 11 168 165 108 108
g40-g96 11 165 117 164 108
g40-g97 11 115 107 108 165
g40-g98 11 110 120 110 133
g40-g99 11 110 108 109 112
g41-g100 11 114 112 112 114
g41-g101 11 138 136 137 138
g41-g102 11 140 138 8634 11388
g41-g103 11 4072 8141 12167 15064
g41-g104 11 618211 1000001 1000001 1000001
g41-g105 11 600267 1000001 1000001 1000001
g41-g106 11 1000000 1000001 1000002 1000001
g41-g107 11 1000001 1000002 1000001 1000001
g41-g108 11 1000000 1000001 1000001 1000002
g41-g109 11 682 1007 701 685
g41-g110 11 13104 27440 42422 60279
g41-g111 11 1000001 1000003 1000001 1000002
g41-g112 11 1201 1333 1829 5615
g41-g51 11 1 1 1 1000000
g41-g52 11 1 1 1 13
g41-g53 11 3682 7532 13143 18358
g41-g54 11 26 70 146 190
g41-g55 11 15 50 112 201
g41-g56 11 29 80 171 200
g41-g57 11 4 3 3 3
g41-g61 11 5 5 7 5
g41-g62 11 8 26 42 73
g41-g63 11 194582 687392 1000000 1000000
g41-g64 11 1000000 115 99 1000000
g41-g65 11 274 502 757 949
g41-g67 11 9 8 12 8
g41-g68 11 1000000 1000001 1000000 64
g41-g69 11 13 21 124 573
g41-g70 11 9 9 13 9
g41-g71 11 10 22 215 590
g41-g72 11 11 15 10 11
g41-g74 11 13 12 133 185
g41-g75 11 429 880 1218 1561
g41-g76 11 1764 3475 4853 6063
g41-g77 11 3461 7342 9939 12391
g41-g78 11 407 605 1049 1385
g41-g79 11 28 19 74 98
g41-g80 11 35 34 35 35
g41-g81 11 1035 2048 3261 3824
g41-g83 11 969 2027 3080 3831
g41-g84 11 3607 7893 10589 13218
g41-g85 11 34 33 49 48
g41-g87 11 128 261 527 992
g41-g88 11 199 484 867 1550
g41-g89 11 54 47 55 55
g41-g90 11 63 61 62 4750
g41-g91 11 63 62 82 279
g41-g92 11 78 107 129 391
g41-g94 11 103 230 906 3055
g41-g95 11 137 111 188 419
g41-g96 11 113 141 223 598
g41-g97 11 126 156 211 368
g41-g98 11 134 346 1068 2697
g41-g99 11 136 297 804 2938
g42-g100 11 117 119 157 125
g42-g101 11 137 181 135 209
g42-g102 11 139 136 138 138
g42-g103 11 3458 6466 9870 12785
g42-g104 11 49946 1000001 1000002 1000001
g42-g105 11 50153 1000000 1000001 1000001
g42-g106 11 1000002 1000002 1000001 1000002
g42-g107 11 205665 1000002 1000002 1000002
g42-g108 11 1000002 1000003 1000003 1000002
g42-g109 11 680 678 683 684
g42-g110 11 8388 17021 28844 42650
g42-g111 11 1000001 1000002 1000004 1000001
g42-g112 11 1180 1178 1180 1180
g42-g51 11 1 1 1 1
g42-g52 11 1 1 1 1
g42-g53 11 24 139 276 857
g42-g54 11 8 22 39 106
g42-g55 11 4 5 5 6
g42-g56 11 8 25 51 105
g42-g57 11 3 4 3 3
g42-g61 11 5 4 5 5
g42-g62 11 6 6 6 6
g42-g63 11 2473 7812 21258 114952
g42-g64 11 1000001 1000000 1000000 1000000
g42-g65 11 224 423 642 835
g42-g67 11 8 8 11 8
g42-g68 11 45390 84797 129077 167863
g42-g69 11 14 9 9 10
g42-g70 11 9 9 9 9
g42-g71 11 12 9 9 14
g42-g72 11 15 14 11 15
g42-g74 11 12 18 18 12
g42-g75 11 348 657 1263 1359
g42-g76 11 1454 2562 3967 5241
g42-g77 11 2749 5145 8118 10517
g42-g78 11 178 397 642 903
g42-g79 11 20 28 19 19
g42-g80 11 25 23 24 24
g42-g81 11 887 1654 2515 3290
g42-g83 11 855 1763 2556 3314
g42-g84 11 2790 5416 8491 10930
g42-g85 11 34 33 33 34
g42-g87 11 48 37 41 43
g42-g88 11 54 99 191 345
g42-g89 11 38 36 37 55
g42-g90 11 62 60 61 62
g42-g91 11 62 62 62 70
g42-g92 11 96 77 77 77
g42-g94 11 102 100 101 101
g42-g95 11 116 118 111 112
g42-g96 11 117 111 136 122
g42-g97 11 130 144 112 112
g42-g98 11 113 112 113 172
g42-g99 11 113 112 113 113
g43-g100 11 114 112 113 113
g43-g101 11 137 135 136 136
g43-g102 11 139 136 137 137
g43-g103 11 142 139 140 172
g43-g104 11 334 294 334 325
g43-g105 11 300 296 298 299
g43-g106 11 551 547 548 551
g43-g107 11 552 544 574 543
g43-g108 11 682 634 635 635
g43-g109 11 684 710 717 680
g43-g110 11 830 830 902 848
g43-g111 11 886 878 934 894
g43-g112 11 1177 1175 1186 1187
g43-g51 11 1 1 1 1
g43-g52 11 1 1 1 2
g43-g53 11 2 2 2 2
g43-g54 11 3 3 3 3
g43-g55 11 3 3 4 3
g43-g56 11 4 3 3 3
g43-g57 11 4 3 3 3
g43-g61 11 5 5 5 5
g43-g62 11 6 5 6 6
g43-g63 11 7 7 7 7
g43-g64 11 1000000 1000000 1000000 1000000
g43-g65 11 8 11 8 8
g43-g67 11 8 8 8 12
g43-g68 11 4588 8786 13315 17980
g43-g69 11 10 9 9 9
g43-g70 11 9 9 13 9
g43-g71 11 9 13 13 13
g43-g72 11 11 13 11 11
g43-g74 11 13 17 12 12
g43-g75 11 302 487 751 930
g43-g76 11 1170 2831 3975 5146
g43-g77 11 2552 6640 9096 11930
g43-g78 11 15 20 14 21
g43-g79 11 27 27 19 27
g43-g80 11 24 24 33 25
g43-g81 11 34 46 33 33
g43-g83 11 46 34 34 46
g43-g84 11 2634 7145 9750 12498
g43-g85 11 34 33 49 34
g43-g87 11 35 35 35 35
g43-g88 11 36 53 35 36
g43-g89 11 54 36 37 37
g43-g90 11 62 65 61 72
g43-g91 11 62 74 62 62
g43-g92 11 77 76 76 118
g43-g94 11 106 99 100 100
g43-g95 11 113 115 130 112
g43-g96 11 113 111 112 112
g43-g97 11 113 111 112 111
g43-g98 11 114 111 113 115
g43-g99 11 114 114 113 113
g44-g100 11 115 112 113 174
g44-g101 11 138 134 136 135
g44-g102 11 139 136 137 139
g44-g103 11 142 139 140 140
g44-g104 11 296 294 295 320
g44-g105 11 299 297 298 298
g44-g106 11 550 545 578 547
g44-g107 11 545 540 542 542
g44-g108 11 766 632 662 643
g44-g109 11 726 691 703 685
g44-g110 11 830 879 851 950
g44-g111 11 898 875 877 880
g44-g112 11 1224 1174 1211 1232
g44-g51 11 1 1 1 1
g44-g52 11 1 1 1 1
g44-g53 11 2 2 2 2
g44-g54 11 3 3 3 3
g44-g55 11 3 4 3 5
g44-g56 11 4 3 3 3
g44-g57 11 4 3 3 3
g44-g61 11 5 5 7 7
g44-g62 11 7 7 8 6
g44-g63 11 7 7 7 7
g44-g64 11 1000000 1000000 1000000 1000000
g44-g65 11 10 10 8 10
g44-g67 11 9 8 8 8
g44-g68 11 16 15 58900 279604
g44-g69 11 10 9 9 9
g44-g70 11 9 9 9 13
g44-g71 11 10 9 9 9
g44-g72 11 11 11 11 11
g44-g74 11 18 17 12 18
g44-g75 11 255 507 780 1217
g44-g76 11 1747 3376 5040 6857
g44-g77 11 3975 7961 12249 16171
g44-g78 11 20 14 14 20
g44-g79 11 19 19 19 27
g44-g80 11 25 34 24 35
g44-g81 11 34 32 33 48
g44-g83 11 34 33 34 34
g44-g84 11 4083 8523 12823 17128
g44-g85 11 35 50 45 34
g44-g87 11 36 34 35 52
g44-g88 11 36 35 35 35
g44-g89 11 38 36 37 37
g44-g90 11 62 60 61 61
g44-g91 11 91 61 70 61
g44-g92 11 77 76 76 77
g44-g94 11 102 117 100 100
g44-g95 11 113 110 112 112
g44-g96 11 113 110 111 111
g44-g97 11 113 111 112 118
g44-g98 11 114 120 113 112
g44-g99 11 114 111 112 112
g45-g100 11 130 113 138 115
g45-g101 11 175 129 130 181
g45-g102 11 133 131 132 144
g45-g103 11 136 134 134 135
g45-g104 11 287 282 426 308
g45-g105 11 289 287 367 406
g45-g106 11 616 523 621 526
g45-g107 11 524 532 521 521
g45-g108 11 612 608 610 609
g45-g109 11 657 655 695 654
g45-g110 11 833 792 797 796
g45-g111 11 858 878 879 846
g45-g112 11 1143 1185 1129 1130
g45-g51 11 1 1 1 1
g45-g52 11 1 2 2 2
g45-g53 11 2 1 2 2
g45-g54 11 3 3 3 3
g45-g55 11 3 3 4 4
g45-g56 11 4 4 4 4
g45-g57 11 3 4 3 3
g45-g61 11 5 4 5 5
g45-g62 11 8 5 8 8
g45-g63 11 7 6 7 7
g45-g64 11 9 9 9 13
g45-g65 11 8 7 7 7
g45-g67 11 8 8 8 8
g45-g68 11 10 10 10 10
g45-g69 11 13 12 13 13
g45-g70 11 9 8 9 9
g45-g71 11 12 12 12 12
g45-g72 11 11 10 14 10
g45-g74 11 17 11 12 12
g45-g75 11 15 14 14 14
g45-g76 11 22 21 32 21
g45-g77 11 30 29 29 29
g45-g78 11 14 13 20 14
g45-g79 11 26 26 26 18
g45-g80 11 24 23 34 23
g45-g81 11 32 45 32 32
g45-g83 11 40 47 33 37
g45-g84 11 69 84 53 63
g45-g85 11 33 32 32 32
g45-g87 11 34 33 34 34
g45-g88 11 50 48 34 34
g45-g89 11 36 35 35 35
g45-g90 11 60 58 58 59
g45-g91 11 59 58 59 59
g45-g92 11 73 73 73 85
g45-g94 11 121 95 96 96
g45-g95 11 112 108 116 116
g45-g96 11 109 106 107 107
g45-g97 11 109 106 114 158
g45-g98 11 118 161 163 108
g45-g99 11 110 108 108 108
g46-g100 11 114 112 113 113
g46-g101 11 208 137 141 135
g46-g102 11 139 136 137 212
g46-g103 11 141 142 218 150
g46-g104 11 298 294 318 408
g46-g105 11 298 296 298 298
g46-g106 11 550 570 624 660
g46-g107 11 542 541 543 543
g46-g108 11 636 631 635 652
g46-g109 11 680 675 677 677
g46-g110 11 1086 1945 3126 5696
g46-g111 11 881 889 975 1125
g46-g112 11 1173 1210 1173 1173
g46-g51 11 1 2 2 1
g46-g52 11 2 2 1 2
g46-g53 11 2 2 2 2
g46-g54 11 4 4 4 5
g46-g55 11 3 3 3 3
g46-g56 11 3 4 4 4
g46-g57 11 5 4 4 4
g46-g61 11 7 6 7 7
g46-g62 11 6 5 6 6
g46-g63 11 8 158 421 1619
g46-g64 11 1000000 1000000 1000000 1000000
g46-g65 11 8 10 11 10
g46-g67 11 8 8 8 8
g46-g68 11 733326 1000000 1000000 1000000
g46-g69 11 9 9 9 9
g46-g70 11 12 12 12 9
g46-g71 11 12 9 9 9
g46-g72 11 15 10 15 10
g46-g74 11 13 12 12 18
g46-g75 11 297 829 906 1385
g46-g76 11 1661 3111 4522 5816
g46-g77 11 3910 6851 10010 13083
g46-g78 11 14 14 15 15
g46-g79 11 19 18 19 19
g46-g80 11 25 35 24 36
g46-g81 11 33 32 33 49
g46-g83 11 49 33 50 34
g46-g84 11 3745 7262 10628 13557
g46-g85 11 34 47 34 34
g46-g87 11 35 34 35 35
g46-g88 11 35 35 35 35
g46-g89 11 37 36 37 42
g46-g90 11 62 60 61 61
g46-g91 11 61 72 61 61
g46-g92 11 76 80 76 77
g46-g94 11 106 99 100 100
g46-g95 11 112 110 111 111
g46-g96 11 113 110 111 111
g46-g97 11 113 110 111 111
g46-g98 11 114 169 112 174
g46-g99 11 113 112 135 122
g47-g100 11 112 110 115 111
g47-g101 11 135 202 134 134
g47-g102 11 136 134 140 190
g47-g103 11 139 141 164 148
g47-g104 11 292 289 330 306
g47-g105 11 294 293 293 294
g47-g106 11 581 539 540 540
g47-g107 11 536 548 542 570
g47-g108 11 634 623 625 626
g47-g109 11 672 667 669 669
g47-g110 11 821 816 819 1387
g47-g111 11 870 867 868 867
g47-g112 11 1176 1154 1182 1199
g47-g51 11 2 1 2 2
g47-g52 11 1 1 2 2
g47-g53 11 2 1 2 2
g47-g54 11 4 4 3 4
g47-g55 11 3 3 3 3
g47-g56 11 3 3 3 3
g47-g57 11 3 4 3 3
g47-g61 11 5 4 5 5
g47-g62 11 6 7 7 7
g47-g63 11 7 10 10 23
g47-g64 11 9 9 9 1000000
g47-g65 11 11 7 7 7
g47-g67 11 8 8 11 11
g47-g68 11 15 14 15 714935
g47-g69 11 9 9 9 9
g47-g70 11 9 8 9 9
g47-g71 11 9 9 9 9
g47-g72 11 15 10 10 10
g47-g74 11 12 12 12 12
g47-g75 11 15 14 15 313
g47-g76 11 22 21 22 1567
g47-g77 11 30 39 47 3521
g47-g78 11 18 14 15 15
g47-g79 11 19 18 18 18
g47-g80 11 35 29 24 35
g47-g81 11 33 32 32 41
g47-g83 11 33 33 33 33
g47-g84 11 52 53 53 3829
g47-g85 11 34 33 33 33
g47-g87 11 35 51 45 44
g47-g88 11 35 47 39 51
g47-g89 11 37 35 36 36
g47-g90 11 61 59 60 60
g47-g91 11 61 77 92 61
g47-g92 11 76 75 75 75
g47-g94 11 100 106 99 99
g47-g95 11 144 117 113 134
g47-g96 11 129 109 111 110
g47-g97 11 125 109 110 134
g47-g98 11 112 114 111 162
g47-g99 11 152 110 110 111
g48-g100 11 114 112 118 112
g48-g101 11 199 142 202 135
g48-g102 11 138 147 148 215
g48-g103 11 207 143 144 144
g48-g104 11 297 294 295 295
g48-g105 11 299 412 297 432
g48-g106 11 548 545 546 599
g48-g107 11 543 540 542 543
g48-g108 11 634 633 635 635
g48-g109 11 681 679 677 683
g48-g110 11 936 1397 2307 3555
g48-g111 11 913 876 941 950
g48-g112 11 1174 1170 1176 1173
g48-g51 11 1 1 1 1
g48-g52 11 2 2 2 2
g48-g53 11 2 1 2 2
g48-g54 11 3 3 3 3
g48-g55 11 3 3 4 4
g48-g56 11 3 4 4 4
g48-g57 11 3 4 3 4
g48-g61 11 5 4 5 5
g48-g62 11 6 5 6 6
g48-g63 11 10 43 65 403
g48-g64 11 1000000 1000000 1000000 1000000
g48-g65 11 8 7 8 8
g48-g67 11 9 8 8 12
g48-g68 11 527506 1000000 1000000 1000000
g48-g69 11 9 9 9 9
g48-g70 11 9 12 9 9
g48-g71 11 12 13 9 9
g48-g72 11 11 14 15 11
g48-g74 11 18 16 17 12
g48-g75 11 244 678 780 1235
g48-g76 11 1224 2672 3775 5632
g48-g77 11 2674 6061 8418 12555
g48-g78 11 15 15 15 21
g48-g79 11 19 27 19 22
g48-g80 11 36 35 35 24
g48-g81 11 33 32 48 33
g48-g83 11 50 33 34 34
g48-g84 11 2663 6430 9139 13021
g48-g85 11 34 33 49 33
g48-g87 11 35 35 35 53
g48-g88 11 54 53 35 35
g48-g89 11 37 36 54 37
g48-g90 11 62 60 61 61
g48-g91 11 62 60 61 69
g48-g92 11 77 75 76 116
g48-g94 11 101 153 99 153
g48-g95 11 155 110 111 111
g48-g96 11 113 112 171 111
g48-g97 11 126 110 116 111
g48-g98 11 114 169 114 112
g48-g99 11 113 112 112 112
g49-g100 11 140 158 112 113
g49-g101 11 213 201 151 146
g49-g102 11 176 136 144 215
g49-g103 11 141 139 139 140
g49-g104 11 296 293 296 305
g49-g105 11 299 420 297 298
g49-g106 11 548 546 548 547
g49-g107 11 545 575 542 546
g49-g108 11 637 681 639 694
g49-g109 11 681 676 678 678
g49-g110 11 1095 1379 2027 3100
g49-g111 11 898 880 880 884
g49-g112 11 1240 1179 1182 1209
g49-g51 11 1 1 1 1
g49-g52 11 1 1 1 1
g49-g53 11 2 1 2 2
g49-g54 11 3 3 3 3
g49-g55 11 4 4 4 4
g49-g56 11 4 3 4 4
g49-g57 11 4 3 4 4
g49-g61 11 7 4 5 5
g49-g62 11 6 7 6 6
g49-g63 11 10 10 10 28
g49-g64 11 1000000 1000000 1000000 1000000
g49-g65 11 10 10 10 10
g49-g67 11 8 11 12 8
g49-g68 11 4255 8348 13041 17363
g49-g69 11 9 9 13 13
g49-g70 11 9 9 9 9
g49-g71 11 9 9 9 9
g49-g72 11 11 14 12 11
g49-g74 11 13 18 18 18
g49-g75 11 364 628 812 1137
g49-g76 11 1128 2206 3952 5200
g49-g77 11 2306 4737 8531 10917
g49-g78 11 18 14 15 20
g49-g79 11 21 19 19 19
g49-g80 11 25 24 35 24
g49-g81 11 33 32 32 48
g49-g83 11 50 33 34 34
g49-g84 11 2314 4820 8936 11408
g49-g85 11 34 33 47 33
g49-g87 11 52 35 51 35
g49-g88 11 35 35 53 35
g49-g89 11 37 36 37 55
g49-g90 11 80 60 61 61
g49-g91 11 61 60 61 61
g49-g92 11 77 75 118 112
g49-g94 11 101 99 100 100
g49-g95 11 112 111 135 111
g49-g96 11 115 110 164 161
g49-g97 11 163 110 115 121
g49-g98 11 113 118 112 114
g49-g99 11 115 111 112 112
g5-g100 11 51 52 51 280
g5-g101 11 64 78 68 65
g5-g102 11 65 81 66 66
g5-g103 11 217 88 71 74
g5-g104 11 141 142 142 145
g5-g105 11 292 144 143 146
g5-g106 11 20542 267 268 268
g5-g107 11 1942 303 263 272
g5-g108 11 2009 333 322 313
g5-g109 11 331 333 333 333
g5-g110 11 872 416 420 419
g5-g111 11 25453 430 432 436
g5-g112 11 732 571 571 572
g5-g51 11 0 0 0 0
g5-g52 11 0 0 0 0
g5-g53 11 2215 0 0 0
g5-g54 11 4 1 1 1
g5-g55 11 2 1 1 1
g5-g56 11 3 1 1 1
g5-g57 11 1 1 2 4
g5-g61 11 1 1 2 2
g5-g62 11 3 2 2 3
g5-g63 11 661 3 3 3
g5-g64 11 5 4 6 4
g5-g65 11 14 3 3 3
g5-g67 11 3 3 3 3
g5-g68 11 4 4 4 4
g5-g69 11 4 5 5 4
g5-g70 11 3 3 3 3
g5-g71 11 5 5 4 4
g5-g72 11 12 5 5 7
g5-g74 11 7 5 6 5
g5-g75 11 29 6 6 7
g5-g76 11 166 13 13 13
g5-g77 11 227 21 33 32
g5-g78 11 27 7 7 7
g5-g79 11 10 8 8 8
g5-g80 11 10 33 12 15
g5-g81 11 65 15 15 20
g5-g83 11 79 15 20 18
g5-g84 11 252 33 33 33
g5-g85 11 14 80 15 15
g5-g87 11 36 16 16 16
g5-g88 11 29 16 16 16
g5-g89 11 16 16 19 17
g5-g90 11 28 28 28 29
g5-g91 11 43 35 35 35
g5-g92 11 51 44 35 44
g5-g94 11 57 47 51 47
g5-g95 11 59 59 51 55
g5-g96 11 80 53 51 67
g5-g97 11 621 51 51 54
g5-g98 11 525 52 52 64
g5-g99 11 636 52 52 54
g50-g100 11 115 112 119 176
g50-g101 11 137 134 156 135
g50-g102 11 175 137 137 176
g50-g103 11 141 139 214 139
g50-g104 11 298 294 297 296
g50-g105 11 310 331 328 320
g50-g106 11 559 544 592 601
g50-g107 11 547 539 543 540
g50-g108 11 643 634 633 637
g50-g109 11 681 675 677 677
g50-g110 11 827 819 853 844
g50-g111 11 886 890 992 889
g50-g112 11 1179 1168 1170 1226
g50-g51 11 2 1 2 2
g50-g52 11 3 2 2 2
g50-g53 11 2 2 3 3
g50-g54 11 3 3 4 3
g50-g55 11 3 3 4 3
g50-g56 11 3 4 4 5
g50-g57 11 5 4 4 4
g50-g61 11 5 5 7 7
g50-g62 11 6 6 8 8
g50-g63 11 10 7 10 10
g50-g64 11 17 21 26 33
g50-g65 11 8 8 8 8
g50-g67 11 9 8 9 9
g50-g68 11 10 9 10 14
g50-g69 11 10 9 9 9
g50-g70 11 10 13 9 9
g50-g71 11 14 9 9 9
g50-g72 11 11 11 11 11
g50-g74 11 13 14 13 12
g50-g75 11 15 15 15 15
g50-g76 11 1072 2608 4141 5289
g50-g77 11 3332 6749 10785 13787
g50-g78 11 15 20 15 18
g50-g79 11 20 19 19 19
g50-g80 11 25 24 35 24
g50-g81 11 34 41 41 34
g50-g83 11 51 43 34 41
g50-g84 11 3436 7337 11578 14806
g50-g85 11 35 33 34 34
g50-g87 11 36 35 35 35
g50-g88 11 36 35 35 35
g50-g89 11 38 37 37 37
g50-g90 11 63 92 61 93
g50-g91 11 62 60 61 61
g50-g92 11 78 76 76 76
g50-g94 11 106 113 100 101
g50-g95 11 122 110 149 115
g50-g96 11 113 110 111 111
g50-g97 11 113 112 111 111
g50-g98 11 128 171 115 113
g50-g99 11 114 112 113 112
g6-g100 11 56 56 56 56
g6-g101 11 84 71 1754 2133
g6-g102 11 70 340 2731 2989
g6-g103 11 3964 4311 7790 8117
g6-g104 11 1000000 184 764 157
g6-g105 11 1000000 206 803 158
g6-g106 11 1000001 333 1844 293
g6-g107 11 1000001 328 1343 290
g6-g108 11 1000001 378 1597 337
g6-g109 11 355 355 8373 10047
g6-g110 11 49479 52507 1000000 1000001
g6-g111 11 1000001 521 2331 470
g6-g112 11 797 707 617 629
g6-g51 11 1 0 1 0
g6-g52 11 3 5 143 1000000
g6-g53 11 2404 3 1 1
g6-g54 11 49 68 2180 2159
g6-g55 11 24 33 1082 1109
g6-g56 11 65 85 2713 2743
g6-g57 11 1 1 1 1
g6-g61 11 2 1 207 285
g6-g62 11 21 26 1482 1000000
g6-g63 11 4140 5 5 3
g6-g64 11 10 5 5 5
g6-g65 11 276 469 4879 4861
g6-g67 11 4 3 125 160
g6-g68 11 5 5 5 5
g6-g69 11 5 36 5 5
g6-g70 11 4 4 62 4
g6-g71 11 6 36 5 5
g6-g72 11 24 17 6 6
g6-g74 11 329 325 8733 12168
g6-g75 11 33601 33807 1000000 1000000
g6-g76 11 1000000 1000000 1000000 1000000
g6-g77 11 1000000 1000000 1000000 1000000
g6-g78 11 912 919 17339 17337
g6-g79 11 33 54 1835 1000000
g6-g80 11 11 11 14 12
g6-g81 11 1089 1278 10105 10112
g6-g83 11 865 997 1788 1857
g6-g84 11 39771 41285 96158 98052
g6-g85 11 16 20 19 203
g6-g87 11 218 286 8972 1000000
g6-g88 11 400 501 13497 13587
g6-g89 11 17 17 17 507
g6-g90 11 30 156 1014 1241
g6-g91 11 41 102 40 32
g6-g92 11 51 55 39 40
g6-g94 11 50 173 5397 1000000
g6-g95 11 57 63 57 57
g6-g96 11 60 302 144 57
g6-g97 11 72 14595 198 57
g6-g98 11 121 113 290 58
g6-g99 11 85 64 284 75
g7-g100 11 56 71 62 56
g7-g101 11 69 68 69 69
g7-g102 11 70 70 74 83
g7-g103 11 3675 7278 10711 13295
g7-g104 11 224 364 721 1188
g7-g105 11 228 369 693 1204
g7-g106 11 2290 5696 9453 14896
g7-g107 11 831 1778 3512 5568
g7-g108 11 1203 2851 5106 8000
g7-g109 11 357 357 357 358
g7-g110 11 58890 128309 187876 246064
g7-g111 11 3036 7327 11941 18696
g7-g112 11 616 624 616 634
g7-g51 11 0 925 2119 11246
g7-g52 11 0 0 0 0
g7-g53 11 2 6 32 44
