instance family sequential-induced-except-0-pf sequential-induced-except-0-pd sequential-d2-induced-except-0-pf sequential-d2-induced-except-0-pd sequential-induced-except-1-pf sequential-induced-except-1-pd sequential-d2-induced-except-1-pf sequential-d2-induced-except-1-pd sequential-induced-except-2-pf sequential-induced-except-2-pd sequential-d2-induced-except-2-pf sequential-d2-induced-except-2-pd sequential-induced-except-3-pf sequential-induced-except-3-pd sequential-d2-induced-except-3-pf sequential-d2-induced-except-3-pd
si4_b03_m800.06 3 995665 13012 995665 25244 995665 13012 995665 19115 995665 13012 995665 13012 995665 13012 995665 13012
si4_b03_m800.07 3 995665 12923 995665 25161 995665 12923 995665 19019 995665 12923 995665 12923 995665 12923 995665 12923
si6_m4D_m1296.02 5 996845 11894 996351 20986 997165 11510 997025 18567 997389 11357 997389 11357 997452 11121 997452 11121
si6_m4D_m1296.07 5 997747 9164 997654 17889 997838 8825 997843 12817 997958 8712 997958 8712 997918 8896 997918 8896
si6_m4D_m1296.05 5 996811 11731 996377 21221 997121 11585 997161 18652 997413 11574 997413 11574 997545 11196 997545 11196
si6_m4D_m1296.09 5 997614 9338 997612 19004 997787 8966 997785 13037 997857 8839 997857 8839 997884 8948 997884 8948
si6_m4D_m1296.00 5 997581 9256 997620 18600 997828 9162 997794 13553 997855 9051 997855 9051 997763 9058 997763 9058
si6_m4D_m1296.08 5 996823 11579 996280 20884 997092 11677 997184 18719 997356 11115 997356 11115 997444 11080 997444 11080
si6_m4D_m1296.04 5 996797 11157 996372 18888 997224 11121 997143 18153 997439 10933 997439 10933 997531 10917 997531 10917
si6_m4D_m1296.06 5 997715 8637 997700 16895 997865 8444 997925 12195 997808 8559 997808 8559 997881 8654 997881 8654
si6_m4D_m1296.01 5 997676 9201 997598 18533 997781 9038 997781 13261 997949 9021 997949 9021 997907 9008 997907 9008
si6_m4D_m1296.03 5 997674 8942 997632 18363 997783 8693 997783 12784 997839 8729 997839 8729 997887 8870 997887 8870
si6_r001_m200.05 7 985063 47418 984419 86029 986189 45212 986189 46249 986533 45918 986533 46014 986505 46437 986505 46437
si6_r001_m200.09 7 984875 47611 984653 86367 986160 45703 986160 46726 986605 46335 986605 46335 986685 46843 986685 46843
si6_r001_m200.07 7 981549 50731 980355 87242 985135 46027 985135 47062 986197 44712 986197 44721 986238 45661 986238 45661
si6_r001_m200.02 7 984444 50313 983690 95398 985927 47775 985927 49474 986554 47586 986554 47674 986517 48702 986517 48702
si6_r001_m200.01 7 983894 48482 982672 82544 985882 45243 985882 46638 986420 45359 986420 45443 986374 46065 986374 46065
si6_r001_m200.00 7 982838 53234 981861 97303 985542 47409 985542 49084 986038 46758 986038 46758 986611 47377 986611 47377
si6_r001_m200.04 7 984411 48446 984042 87092 985795 46069 985795 46975 986452 46474 986452 46474 986800 47129 986800 47129
si6_r001_m200.06 7 983455 49635 982475 88452 985644 47581 985644 48480 986050 47282 986050 47302 986524 47990 986524 47990
si6_r001_m200.08 7 983381 48619 982999 88840 985695 45043 985695 45658 986297 45272 986297 45292 986708 45326 986708 45326
si6_r001_m200.03 7 984674 47740 983590 87313 986116 45394 986116 46920 986413 45378 986413 45378 986712 46127 986712 46127
si4_b06_m400.06 3 991337 50830 991337 86002 991337 50830 991337 74264 991337 50830 991337 62383 991337 50830 991337 50830
si4_b06_m400.07 3 991337 51091 991337 86549 991337 51091 991337 74707 991337 51091 991337 62908 991337 51091 991337 51091
si4_b06_m400.09 3 991337 50852 991337 86396 991337 50852 991337 74640 991337 50852 991337 62669 991337 50852 991337 50852
si4_b06_m400.01 3 991337 50752 991337 86113 991337 50752 991337 74382 991337 50752 991337 62525 991337 50752 991337 50752
si4_b06_m400.04 3 991337 50747 991337 86074 991337 50747 991337 74325 991337 50747 991337 62605 991337 50747 991337 50747
si4_b06_m400.03 3 991337 50967 991337 86527 991337 50967 991337 74690 991337 50967 991337 62787 991337 50967 991337 50967
si4_b06_m400.00 3 991337 50944 991337 86126 991337 50944 991337 74343 991337 50944 991337 62536 991337 50944 991337 50944
si4_b06_m400.05 3 991337 50970 991337 86621 991337 50970 991337 74919 991337 50970 991337 62742 991337 50970 991337 50970
si4_b06_m400.08 3 991337 50902 991337 86518 991337 50902 991337 74749 991337 50902 991337 62707 991337 50902 991337 50902
si4_b06_m400.02 3 991337 50972 991337 86649 991337 50972 991337 74852 991337 50972 991337 62646 991337 50972 991337 50972
si2_m4Dr6_m256.06 6 973112 72838 972457 210223 975830 72710 975830 99032 976157 78536 976157 78536 976514 83696 976514 83696
si2_m4Dr6_m256.05 6 971433 77242 970793 191153 976109 74757 976109 109295 976312 77406 976312 77929 976450 78528 976450 78528
si2_m4Dr6_m256.09 6 975476 68451 974421 183523 976100 73266 976100 93364 976585 78106 976585 79554 976762 80547 976762 81161
si2_m4Dr6_m256.00 6 973503 70782 972629 199214 975670 74460 975670 101928 976383 80764 976383 82087 976461 85183 976461 85183
si2_m4Dr6_m256.07 6 973701 62373 973232 179634 975756 67562 975756 79556 976425 74006 976425 74806 976536 76569 976536 76569
si2_m4Dr6_m256.04 6 972092 76596 971628 196934 975834 74868 975834 105062 976513 79610 976513 79759 976435 84068 976435 84068
si2_m4Dr6_m256.02 6 974094 82917 973637 231572 976095 86873 976095 126138 976135 90713 976135 91605 976826 93191 976826 93191
si2_m4Dr6_m256.01 6 974251 65149 974807 190629 976259 68883 976259 87017 976514 74698 976514 74698 976723 77942 976723 77942
si2_m4Dr6_m256.08 6 974278 64420 973652 189361 975966 68454 975966 89540 976398 74438 976398 75562 976346 77900 976346 77900
si2_m4Dr6_m256.03 6 973815 77408 971448 211853 975750 79376 975750 120179 976408 85270 976408 86926 976416 88556 976416 88556
si6_r01_m200.04 7 986657 305662 986657 316587 986731 304749 986731 313911 986648 304936 986648 311849 986702 304977 986702 309365
si6_r01_m200.08 7 986771 305689 986771 318361 986711 305928 986711 316280 986816 306841 986816 314501 986671 305753 986671 310947
si6_r01_m200.02 7 986769 304815 986769 315270 986584 305175 986584 313623 986780 305040 986780 311190 986722 304956 986722 308920
si6_r01_m200.09 7 986667 301099 986667 313496 986755 300300 986755 310013 986782 300867 986782 307684 986930 301323 986930 305658
si6_r01_m200.07 7 986873 303480 986873 317487 986649 303323 986649 314422 986592 303329 986592 311161 986870 303510 986870 308365
si6_r01_m200.00 7 986909 308749 986909 320223 986789 307799 986789 317427 986653 308552 986653 316018 986591 309099 986591 314114
si6_r01_m200.01 7 986847 301354 986847 314821 986800 302207 986800 312940 986737 302575 986737 309997 986706 303417 986706 308150
si6_r01_m200.03 7 986700 301590 986700 313930 986833 302059 986833 311644 986762 301963 986762 308588 986707 301613 986707 305559
si6_r01_m200.05 7 986542 302364 986542 314945 986581 301686 986581 311621 986800 302826 986800 309844 986643 302115 986643 306497
si6_r01_m200.06 7 986670 303142 986670 317298 986677 302356 986677 313810 986942 302422 986942 310420 986868 302531 986868 307703
si2_b03m_m800.03 4 986052 15975 979308 30142 991796 10839 991796 11134 992065 10995 992065 10995 992289 10788 992289 10788
si2_b03m_m800.02 4 986559 18635 982646 42604 992021 12167 992021 13949 992350 12627 992350 12627 992190 12861 992190 12861
si2_b03m_m800.09 4 988569 6692 982543 28785 992237 13003 992237 13409 992228 13007 992228 13007 992319 13014 992319 13014
si2_b03m_m800.04 4 988892 17746 986819 31307 992179 13944 992179 15438 992172 13936 992172 13936 992320 14160 992320 14160
si2_b03m_m800.06 4 986226 17083 984382 37014 991979 11573 991979 12415 992135 11616 992135 11616 992260 11638 992260 11638
si2_b03m_m800.05 4 987637 17694 981097 30628 991973 12630 991973 14079 992234 12971 992234 13046 992329 13134 992329 13134
si2_b03m_m800.01 4 988613 15527 983513 28114 991842 13502 991842 14602 992336 14001 992336 14001 992268 14283 992268 14283
si2_b03m_m800.08 4 988715 17662 984164 29469 992039 13456 992039 14948 992198 13209 992198 13209 992212 13893 992212 13893
si2_b03m_m800.07 4 988883 16334 984441 29365 992101 13488 992101 14655 992325 13455 992325 13455 992271 14063 992271 14063
si2_b03m_m800.00 4 987667 16746 984704 31326 992061 12774 992061 14350 992113 12840 992113 12840 992385 13316 992385 13316
si2_r001_m200.06 7 968864 70064 968129 139991 969930 71545 969930 75341 970183 74483 970183 74483 970296 75698 970296 75698
si2_r001_m200.01 7 968122 67263 966975 141712 969417 70158 969417 73858 970108 73251 970108 73251 970134 76215 970134 76215
si2_r001_m200.02 7 967942 67771 967942 148421 969691 69624 969691 69624 969773 72390 969773 72390 970266 74502 970266 74502
si2_r001_m200.07 7 966481 73579 964197 166117 969168 74637 969168 78165 969791 78011 969791 78011 970239 81301 970239 81301
si2_r001_m200.04 7 967676 64526 965960 130013 969231 69271 969231 72478 969819 71912 969819 71912 969983 73472 969983 73472
si2_r001_m200.05 7 969265 69248 969265 141518 970006 71670 970006 71670 970354 72937 970354 72937 970005 74409 970005 74409
si2_r001_m200.09 7 968489 62307 967678 132419 969527 63835 969527 66121 970017 67395 970017 67395 970306 69919 970306 69919
si2_r001_m200.03 7 969045 69428 965415 127920 969458 71633 969458 77891 970113 74263 970113 75179 969935 75855 969935 75855
si2_r001_m200.00 7 969965 66622 969965 129383 969993 68002 969993 68002 970175 69049 970175 69049 970617 70149 970617 70149
si2_r001_m200.08 7 969303 70294 968641 140569 969843 71727 969843 73045 970350 74235 970350 74235 970333 75617 970333 75617
si6_b03m_m800.01 4 995274 8844 992999 15693 996523 7967 996523 8721 996531 7950 996531 7950 996586 8020 996586 8020
si6_b03m_m800.08 4 995121 9054 992560 16720 996385 8111 996385 8856 996573 8037 996573 8037 996593 7926 996593 7926
si6_b03m_m800.03 4 995205 9083 993159 16787 996345 8235 996345 8986 996560 7987 996560 7987 996598 8110 996598 8110
si6_b03m_m800.00 4 995126 8328 992648 18057 996426 7941 996426 8493 996518 7874 996518 7874 996483 7986 996483 7986
si6_b03m_m800.04 4 994976 8938 992817 16722 996406 7981 996406 8748 996609 7924 996609 7924 996522 7733 996522 7733
si6_b03m_m800.05 4 995160 8531 992963 16237 996403 8210 996403 9021 996613 8148 996613 8148 996580 8065 996580 8065
si6_b03m_m800.07 4 995011 8074 992919 17242 996462 8062 996462 8897 996570 7905 996570 7913 996521 7986 996521 7986
si6_b03m_m800.06 4 994980 8391 992713 16289 996368 7756 996368 8498 996418 7569 996418 7569 996603 7663 996603 7663
si6_b03m_m800.09 4 994891 8846 992943 16768 996434 7616 996434 8433 996543 7715 996543 7715 996469 7831 996469 7831
si6_b03m_m800.02 4 994933 8836 992465 18989 996361 7918 996361 8695 996466 7899 996466 7899 996532 7939 996532 7939
si4_r005_m200.00 7 982727 175456 982727 291726 982957 175397 982957 209509 982684 175085 982684 182678 982625 175557 982625 176790
si4_r005_m200.08 7 982566 174182 982566 284095 982615 174481 982615 206429 982721 173904 982721 180912 982510 173655 982510 174748
si4_r005_m200.02 7 982646 171186 982650 276982 982592 171320 982592 202132 982848 170956 982848 177858 982751 171468 982751 172944
si4_r005_m200.05 7 982503 179584 982576 305170 982513 179849 982513 217446 983001 180033 983001 188496 982655 179121 982655 180660
si4_r005_m200.06 7 982631 177186 982631 298314 982561 177758 982561 217204 982709 178388 982709 189070 982891 177721 982891 180035
si4_r005_m200.04 7 982752 172813 982752 282278 982578 172959 982578 203844 982754 172702 982754 178789 982703 173388 982703 174139
si4_r005_m200.07 7 982523 172523 982523 278154 982681 172964 982681 202139 982552 172190 982552 178169 982494 172345 982494 173268
si4_r005_m200.09 7 982636 170767 982636 273399 982657 170943 982657 196024 982731 170880 982731 175122 982676 171611 982676 172114
si4_r005_m200.01 7 982476 175345 982476 284141 982722 174597 982722 202984 982557 175018 982557 180279 982776 175016 982776 175748
si4_r005_m200.03 7 982567 176575 982567 291995 982778 175818 982778 208296 982564 176493 982564 183006 982562 175476 982562 176411
si6_b09m_m400.03 4 991031 47751 989260 108291 992549 46164 992831 60536 993148 45766 993148 50883 993100 46355 993100 47335
si6_b09m_m400.07 4 991109 45691 987861 107648 992884 45562 992766 60025 993168 45056 993117 50047 993123 46280 993123 47396
si6_b09m_m400.00 4 991747 49354 990634 115814 992885 46992 993024 63099 993143 47332 993143 52035 993176 47293 993176 48840
si6_b09m_m400.04 4 991736 46016 987784 120396 992940 46819 992910 62551 993225 47250 993163 51642 993271 47977 993271 49196
si6_b09m_m400.06 4 991308 47347 989397 107973 992818 46071 992904 61948 993058 46668 993058 51976 993073 47088 993073 48669
si6_b09m_m400.08 4 990909 49429 989199 114609 992399 46324 992362 61750 992916 46978 993109 51484 993064 47042 993064 48646
si6_b09m_m400.02 4 991568 47542 989881 118354 992867 47151 992810 62204 993082 47228 993118 52179 993120 47224 993120 48520
si6_b09m_m400.05 4 991343 48092 989263 119375 992846 46563 992707 63379 992964 47301 993114 52510 993113 48291 993113 50077
si6_b09m_m400.09 4 991184 47636 988574 107109 992797 45854 992671 61326 993100 45113 993142 50649 993210 45658 993210 47155
si6_b09m_m400.01 4 991394 49394 989927 112878 992869 46850 992840 61974 993186 46504 993186 51612 993186 47027 993186 48870
si2_b09_m200.08 3 970346 221716 970346 491859 970346 221716 970346 442468 970346 221716 970346 285833 970346 221716 970346 254968
si2_b09_m200.01 3 970346 219690 970346 483693 970346 219690 970346 432113 970346 219690 970346 283884 970346 219690 970346 252811
si2_b09_m200.06 3 970346 222044 970346 490205 970346 222044 970346 442324 970346 222044 970346 286117 970346 222044 970346 255158
si2_b09_m200.05 3 970346 221476 970346 490364 970346 221476 970346 442113 970346 221476 970346 285534 970346 221476 970346 254741
si2_b09_m200.00 3 970346 222152 970346 490924 970346 222152 970346 442988 970346 222152 970346 286060 970346 222152 970346 255282
si2_b09_m200.02 3 970346 218469 970346 480938 970346 218469 970346 428612 970346 218469 970346 282841 970346 218469 970346 249802
si2_b09_m200.03 3 970346 219689 970346 484064 970346 219689 970346 432655 970346 219689 970346 284566 970346 219689 970346 253224
si2_b09_m200.04 3 970346 220837 970346 484618 970346 220837 970346 432827 970346 220837 970346 285154 970346 220837 970346 253988
si2_b09_m200.09 3 970346 221623 970346 490726 970346 221623 970346 442664 970346 221623 970346 285827 970346 221623 970346 254880
si2_b09_m200.07 3 970346 221707 970346 490908 970346 221707 970346 442856 970346 221707 970346 285818 970346 221707 970346 254853
si6_r01_m600.02 7 995584 305568 995584 305568 995622 306867 995622 306867 995595 305883 995595 305883 995595 305883 995595 305883
si6_r01_m600.06 7 995505 308040 995505 308040 995548 307318 995548 307318 995524 307464 995524 307464 995404 307530 995404 307530
si6_r01_m600.09 7 995585 308132 995585 308132 995448 308203 995448 308203 995611 307627 995611 307627 995584 308123 995584 308123
si6_r01_m600.08 7 995532 306987 995532 306987 995495 306457 995495 306457 995461 307124 995461 307124 995461 307124 995461 307124
si6_r01_m600.05 7 995588 306764 995588 306764 995501 306390 995501 306390 995630 306839 995630 306839 995612 306849 995612 306849
si6_r01_m600.07 7 995461 305524 995461 305524 995461 305524 995461 305524 995461 305524 995461 305524 995461 305524 995461 305524
si6_r01_m600.03 7 995461 307877 995461 307877 995461 307877 995461 307877 995461 307877 995461 307877 995461 307877 995461 307877
si6_r01_m600.00 7 995506 305435 995506 305435 995539 305884 995539 305884 995629 306434 995629 306434 995498 306269 995498 306269
si6_r01_m600.01 7 995721 305363 995721 305363 995670 305641 995670 305641 995566 305570 995566 305570 995506 306311 995506 306311
si6_r01_m600.04 7 995542 307074 995542 307074 995567 307821 995567 307821 995476 307307 995476 307307 995514 306974 995514 306974
si2_b06_m200.02 3 970346 162594 970346 287512 970346 162594 970346 246447 970346 162594 970346 204742 970346 162594 970346 162594
si2_b06_m200.00 3 970346 162470 970346 287989 970346 162470 970346 246950 970346 162470 970346 204900 970346 162470 970346 162470
si2_b06_m200.01 3 970346 162016 970346 286800 970346 162016 970346 245860 970346 162016 970346 204186 970346 162016 970346 162016
si2_b06_m200.06 3 970346 162676 970346 287592 970346 162676 970346 246701 970346 162676 970346 204770 970346 162676 970346 162676
si2_b06_m200.09 3 970346 162425 970346 287887 970346 162425 970346 246625 970346 162425 970346 204806 970346 162425 970346 162425
si2_b06_m200.07 3 970346 162861 970346 287588 970346 162861 970346 246596 970346 162861 970346 204859 970346 162861 970346 162861
si2_b06_m200.04 3 970346 162821 970346 287771 970346 162821 970346 246699 970346 162821 970346 204926 970346 162821 970346 162821
si2_b06_m200.08 3 970346 162507 970346 287374 970346 162507 970346 246203 970346 162507 970346 204517 970346 162507 970346 162507
si2_b06_m200.03 3 970346 162666 970346 287378 970346 162666 970346 246474 970346 162666 970346 204546 970346 162666 970346 162666
si2_b06_m200.05 3 970346 162364 970346 287205 970346 162364 970346 246274 970346 162364 970346 204544 970346 162364 970346 162364
si6_m4Dr2_m1296.05 6 997084 12555 996615 29813 997598 11313 997522 16649 997717 11063 997717 11067 997763 10809 997763 10809
si6_m4Dr2_m1296.09 6 997223 12415 996774 29298 997602 10926 997691 16628 997762 10412 997762 10428 997868 10620 997868 10620
si6_m4Dr2_m1296.01 6 996953 12215 996406 30505 997493 11205 997493 17031 997679 10894 997679 10897 997705 10955 997705 10955
si6_m4Dr2_m1296.06 6 997426 11367 997264 26251 997788 10307 997788 15498 997811 10075 997811 10078 997886 10279 997886 10279
si6_m4Dr2_m1296.07 6 997323 11642 997104 27448 997742 10598 997742 16121 997878 10362 997878 10378 997914 10465 997914 10465
si6_m4Dr2_m1296.03 6 997093 12074 996560 28361 997569 10756 997507 16481 997821 10802 997821 10839 997894 10733 997894 10733
si6_m4Dr2_m1296.04 6 997017 12172 996392 31382 997530 11174 997564 16460 997713 10777 997713 10778 997812 10699 997812 10699
si6_m4Dr2_m1296.00 6 997309 11622 997135 27421 997741 10440 997741 15811 997824 10415 997824 10456 997904 10240 997904 10240
si6_m4Dr2_m1296.08 6 997085 11617 996489 28809 997503 10897 997503 16233 997759 10754 997759 10775 997802 10597 997802 10597
si6_m4Dr2_m1296.02 6 996947 12258 996302 30045 997493 11037 997521 16858 997711 11205 997711 11208 997747 10968 997747 10968
si2_b09m_m800.09 4 991113 32502 990421 83503 992253 33968 992193 41591 992445 34308 992147 37469 992334 35002 992334 35593
si2_b09m_m800.07 4 990527 30436 990450 82394 992259 31444 992414 39634 992453 31965 992453 33906 992322 32245 992322 32502
si2_b09m_m800.00 4 991190 32605 989781 88013 992147 35293 992067 46633 992323 37011 992395 42436 992264 37428 992264 38962
si2_b09m_m800.04 4 989708 35747 988050 89623 992372 33048 992161 43814 992375 34236 992375 37919 992276 34090 992276 34715
si2_b09m_m800.02 4 990647 38346 989772 99627 992460 38744 992213 58434 992378 39828 992378 45209 992533 39954 992533 41168
si2_b09m_m800.05 4 989714 38764 989364 105252 992262 33376 992186 43311 992388 33814 992388 37133 992425 34096 992425 35148
si2_b09m_m800.03 4 991458 35913 991073 90785 992380 37200 992276 49608 992430 37522 992411 41859 992463 38022 992463 38966
si2_b09m_m800.08 4 989857 31018 988294 93717 992345 31020 992161 40429 992409 31472 992197 35131 992323 31865 992323 32500
si2_b09m_m800.06 4 991682 36029 990719 92683 992474 38142 992314 51144 992317 39070 992413 44526 992323 39772 992323 41339
si2_b09m_m800.01 4 991392 34696 990345 86090 992177 39092 992353 53247 992537 40390 992508 45624 992507 40625 992507 41977
si4_b03_m400.01 3 991337 25503 991337 49574 991337 25503 991337 37389 991337 25503 991337 25503 991337 25503 991337 25503
si4_b03_m400.02 3 991337 25661 991337 49880 991337 25661 991337 37712 991337 25661 991337 25661 991337 25661 991337 25661
si4_b03_m400.05 3 991337 25450 991337 49762 991337 25450 991337 37520 991337 25450 991337 25450 991337 25450 991337 25450
si4_b03_m400.07 3 991337 25597 991337 49966 991337 25597 991337 37685 991337 25597 991337 25597 991337 25597 991337 25597
si4_b03_m400.06 3 991337 25703 991337 49947 991337 25703 991337 37738 991337 25703 991337 25703 991337 25703 991337 25703
