instance family sequential-nofilter-except-0 sequential-nofilter-except-1 sequential-nofilter-except-2 sequential-nofilter-except-3
g41-g83 11 941 1982 3019 3796
g41-g84 11 3446 7829 10402 13022
g41-g85 11 685 1355 2148 2681
g41-g87 11 794 1550 2385 3041
g41-g88 11 805 1625 2489 3203
g41-g89 11 749 1445 2348 2932
g41-g90 11 1219 2350 3824 4767
g41-g91 11 1503 3032 4632 6157
g41-g92 11 1800 3508 5566 7089
g41-g94 11 2022 3888 6366 8368
g41-g95 11 934 1846 2971 3749
g41-g96 11 1317 2286 3770 4783
g41-g97 11 1146 2116 3485 4395
g41-g98 11 1755 3520 6153 7940
g41-g99 11 1775 3516 6298 8128
g42-g100 11 2077 4001 5992 7805
g42-g101 11 2592 4802 7162 9340
g42-g102 11 2521 4790 7308 9348
g42-g103 11 3376 6420 9984 12757
g42-g104 11 56180 1000000 1000001 1000001
g42-g105 11 57955 1000001 1000000 1000001
g42-g106 11 591491 1000002 1000001 1000002
g42-g107 11 102385 1000001 1000001 1000004
g42-g108 11 571797 1000002 1000003 1000003
g42-g109 11 12413 24008 35893 46610
g42-g110 11 17919 33807 51835 67898
g42-g111 11 743073 1000003 1000004 1000001
g42-g112 11 22831 43967 66213 88420
g42-g51 11 391649 1000000 1000000 1000000
g42-g52 11 22 43 65 85
g42-g53 11 189 455 629 994
g42-g54 11 71 131 199 262
g42-g55 11 55 131 197 261
g42-g56 11 59 137 253 272
g42-g57 11 11 20 30 39
g42-g61 11 88 230 253 330
g42-g62 11 95 200 274 358
g42-g63 11 5794 9776 13060 19662
g42-g64 11 1000000 1000000 1000000 1000000
g42-g65 11 220 417 636 828
g42-g67 11 150 393 434 584
g42-g68 11 46184 86529 131624 171430
g42-g69 11 183 353 532 733
g42-g70 11 156 270 404 527
g42-g71 11 194 374 561 774
g42-g72 11 51 97 144 192
g42-g74 11 106 201 305 412
g42-g75 11 383 773 1178 1473
g42-g76 11 1312 2466 3913 5038
g42-g77 11 2667 5126 7895 10342
g42-g78 11 346 664 1021 1330
g42-g79 11 451 715 1075 1410
g42-g80 11 90 169 251 327
g42-g81 11 899 1684 2671 3332
g42-g83 11 853 1695 2542 3327
g42-g84 11 2727 5237 8589 11025
g42-g85 11 644 1206 1803 2386
g42-g87 11 715 1321 1997 2604
g42-g88 11 719 1398 2125 2719
g42-g89 11 683 1316 1973 2808
g42-g90 11 1112 2143 3262 4176
g42-g91 11 1326 2560 3856 5184
g42-g92 11 1614 3160 4637 6080
g42-g94 11 1838 3790 5435 6942
g42-g95 11 812 1572 2308 3022
g42-g96 11 961 1816 2925 3554
g42-g97 11 951 1826 2730 3673
g42-g98 11 1438 2711 4076 5390
g42-g99 11 1418 2754 4128 5404
g43-g100 11 2230 4424 6374 8415
g43-g101 11 2670 5148 7582 10096
g43-g102 11 2599 5153 7587 10151
g43-g103 11 2602 5201 7599 10088
g43-g104 11 4082 8008 11896 15721
g43-g105 11 4098 8034 11900 15773
g43-g106 11 9463 18643 27801 37719
g43-g107 11 7798 15153 22426 29692
g43-g108 11 9102 17858 26453 35142
g43-g109 11 13431 25580 37864 50330
g43-g110 11 15350 30863 45464 60469
g43-g111 11 12776 25226 37148 49760
g43-g112 11 21127 41981 62217 83279
g43-g51 11 187 427 879 1385
g43-g52 11 21 42 62 83
g43-g53 11 24 47 69 92
g43-g54 11 42 106 157 207
g43-g55 11 47 130 175 233
g43-g56 11 43 146 158 211
g43-g57 11 12 32 34 56
g43-g61 11 92 181 268 374
g43-g62 11 94 190 280 372
g43-g63 11 124 244 369 523
g43-g64 11 1000000 1000000 1000000 1000000
g43-g65 11 134 266 394 522
g43-g67 11 157 310 458 609
g43-g68 11 4773 9011 13814 18321
g43-g69 11 170 336 497 691
g43-g70 11 146 289 427 566
g43-g71 11 170 336 680 708
g43-g72 11 32 58 88 113
g43-g74 11 160 216 322 407
g43-g75 11 345 751 1076 1445
g43-g76 11 1196 2947 4104 5453
g43-g77 11 2461 6543 8908 11458
g43-g78 11 252 521 739 1066
g43-g79 11 371 704 1006 1334
g43-g80 11 102 189 282 395
g43-g81 11 599 1182 1750 2324
g43-g83 11 606 1261 1867 2479
g43-g84 11 2540 6961 9613 12432
g43-g85 11 655 1290 1911 2536
g43-g87 11 631 1246 1842 2445
g43-g88 11 639 1262 1891 2479
g43-g89 11 747 1452 2110 2881
g43-g90 11 1160 2315 3390 4531
g43-g91 11 1165 2311 3525 4589
g43-g92 11 1420 2827 4241 5609
g43-g94 11 1925 3934 5608 7575
g43-g95 11 892 1655 2437 3247
g43-g96 11 1044 1890 2806 3707
g43-g97 11 1001 1909 3002 3769
g43-g98 11 1318 2611 3815 5110
g43-g99 11 1323 2694 3886 5088
g44-g100 11 1892 3984 5825 8046
g44-g101 11 2261 4535 6977 9621
g44-g102 11 2265 4538 6977 9632
g44-g103 11 2272 4569 6986 9704
g44-g104 11 3569 7267 10961 15111
g44-g105 11 3583 7168 10998 15154
g44-g106 11 8258 16542 25417 35183
g44-g107 11 6734 13471 20756 28557
g44-g108 11 7946 15953 24451 33762
g44-g109 11 11335 22655 34933 48809
g44-g110 11 13376 26813 41272 57278
g44-g111 11 11154 22322 34285 47258
g44-g112 11 18854 37200 57570 79011
g44-g51 11 3350 7530 10069 15392
g44-g52 11 19 38 58 80
g44-g53 11 21 41 64 88
g44-g54 11 37 94 158 198
g44-g55 11 41 105 174 222
g44-g56 11 37 95 146 201
g44-g57 11 11 32 48 45
g44-g61 11 80 160 246 355
g44-g62 11 86 172 264 362
g44-g63 11 108 217 333 459
g44-g64 11 1000000 1000000 1000000 1000000
g44-g65 11 118 235 361 499
g44-g67 11 137 274 430 582
g44-g68 11 139 54392 58857 280605
g44-g69 11 148 297 457 630
g44-g70 11 128 265 394 543
g44-g71 11 166 297 457 650
g44-g72 11 30 57 86 116
g44-g74 11 102 204 310 460
g44-g75 11 408 791 1201 1628
g44-g76 11 1692 3442 5139 7100
g44-g77 11 3808 7656 11450 15321
g44-g78 11 221 463 679 942
g44-g79 11 301 601 963 1309
g44-g80 11 91 178 271 397
g44-g81 11 523 1045 1610 2219
g44-g83 11 530 1117 1717 2371
g44-g84 11 3963 8368 12588 16772
g44-g85 11 571 1173 1758 2422
g44-g87 11 556 1102 1711 2475
g44-g88 11 558 1202 1717 2372
g44-g89 11 622 1246 1919 2646
g44-g90 11 1012 2063 3117 4305
g44-g91 11 1023 2046 3174 4341
g44-g92 11 1362 2507 3898 5268
g44-g94 11 1730 3453 5155 7118
g44-g95 11 858 1489 2263 3108
g44-g96 11 974 1707 2620 3629
g44-g97 11 957 1751 2642 3637
g44-g98 11 1154 2312 3535 4909
g44-g99 11 1155 2306 3586 4873
g45-g100 11 30 32 30 30
g45-g101 11 35 36 40 35
g45-g102 11 35 34 35 35
g45-g103 11 35 34 38 35
g45-g104 11 77 76 78 78
g45-g105 11 81 77 78 78
g45-g106 11 141 139 141 142
g45-g107 11 141 139 142 141
g45-g108 11 165 163 165 165
g45-g109 11 177 174 177 184
g45-g110 11 208 204 206 206
g45-g111 11 230 227 229 230
g45-g112 11 307 304 307 307
g45-g51 11 0 0 0 0
g45-g52 11 0 0 1 0
g45-g53 11 0 0 0 0
g45-g54 11 1 0 1 1
g45-g55 11 1 0 1 1
g45-g56 11 1 1 1 1
g45-g57 11 1 1 1 1
g45-g61 11 1 1 1 1
g45-g62 11 1 1 1 1
g45-g63 11 2 2 2 2
g45-g64 11 2 1 2 2
g45-g65 11 2 2 2 2
g45-g67 11 3 2 3 2
g45-g68 11 2 2 2 2
g45-g69 11 2 3 2 2
g45-g70 11 2 2 2 2
g45-g71 11 2 2 2 2
g45-g72 11 3 3 4 3
g45-g74 11 3 3 3 3
g45-g75 11 3 3 3 5
g45-g76 11 3 3 4 4
g45-g77 11 3 3 3 3
g45-g78 11 4 3 4 3
g45-g79 11 5 5 5 5
g45-g80 11 7 6 7 7
g45-g81 11 8 8 8 8
g45-g83 11 10 10 9 9
g45-g84 11 9 9 9 10
g45-g85 11 11 11 9 9
g45-g87 11 9 9 9 9
g45-g88 11 9 8 9 9
g45-g89 11 12 9 10 10
g45-g90 11 18 15 16 20
g45-g91 11 16 15 16 16
g45-g92 11 20 21 20 20
g45-g94 11 26 25 26 26
g45-g95 11 30 29 30 30
g45-g96 11 30 29 30 33
g45-g97 11 30 28 33 30
g45-g98 11 30 29 30 30
g45-g99 11 30 35 30 34
g46-g100 11 1983 4060 6000 7983
g46-g101 11 2374 4810 7178 9515
g46-g102 11 2374 4898 7181 9707
g46-g103 11 2379 4822 7275 9545
g46-g104 11 3794 7510 11254 15239
g46-g105 11 3753 7738 11232 15091
g46-g106 11 8630 19851 36861 47209
g46-g107 11 7002 14550 21737 28935
g46-g108 11 8762 17125 25859 34619
g46-g109 11 12110 24062 35832 47573
g46-g110 11 14465 30505 45828 61151
g46-g111 11 11615 26643 48338 62344
g46-g112 11 19596 40362 60066 79778
g46-g51 11 74574 184766 336117 452486
g46-g52 11 20 54 73 82
g46-g53 11 22 44 66 87
g46-g54 11 39 99 149 198
g46-g55 11 43 111 166 220
g46-g56 11 50 101 152 202
g46-g57 11 11 21 45 52
g46-g61 11 111 170 254 336
g46-g62 11 119 180 285 356
g46-g63 11 121 1343 4499 5955
g46-g64 11 1000000 1000000 1000000 1000000
g46-g65 11 124 267 372 493
g46-g67 11 144 304 434 576
g46-g68 11 736102 1000000 1000000 1000000
g46-g69 11 156 315 484 623
g46-g70 11 134 271 404 535
g46-g71 11 156 332 548 624
g46-g72 11 27 53 80 107
g46-g74 11 115 201 315 397
g46-g75 11 393 831 1177 1549
g46-g76 11 1590 3053 4542 5837
g46-g77 11 3473 6799 9743 12700
g46-g78 11 256 468 700 927
g46-g79 11 315 637 951 1339
g46-g80 11 88 174 280 349
g46-g81 11 549 1113 1677 2195
g46-g83 11 555 1184 1795 2342
g46-g84 11 3592 7153 10531 13363
g46-g85 11 644 1212 1807 2395
g46-g87 11 577 1178 1763 2354
g46-g88 11 632 1186 1837 2382
g46-g89 11 653 1323 1998 2751
g46-g90 11 1061 2185 3240 4344
g46-g91 11 1071 2221 3423 4685
g46-g92 11 1322 2781 4078 5413
g46-g94 11 1764 3590 5306 7036
g46-g95 11 819 1544 2262 3005
g46-g96 11 912 1762 2638 3500
g46-g97 11 884 1879 2661 3534
g46-g98 11 1192 2442 3597 4780
g46-g99 11 1195 2470 3609 4779
g47-g100 11 30 29 30 2116
g47-g101 11 35 37 35 2437
g47-g102 11 35 34 35 2443
g47-g103 11 35 34 35 2449
g47-g104 11 83 76 77 3806
g47-g105 11 85 76 78 3824
g47-g106 11 141 139 141 8949
g47-g107 11 149 139 141 7280
g47-g108 11 165 163 165 8517
g47-g109 11 176 174 177 12197
g47-g110 11 206 204 206 14860
g47-g111 11 229 226 229 12017
g47-g112 11 306 305 306 20191
g47-g51 11 0 0 0 82183
g47-g52 11 0 0 0 21
g47-g53 11 0 0 0 23
g47-g54 11 1 1 1 50
g47-g55 11 1 1 1 56
g47-g56 11 1 0 1 51
g47-g57 11 1 1 1 11
g47-g61 11 1 1 1 87
g47-g62 11 1 1 1 93
g47-g63 11 2 1 2 162
g47-g64 11 2 2 2 1000000
g47-g65 11 2 2 2 127
g47-g67 11 3 2 2 164
g47-g68 11 2 2 2 714813
g47-g69 11 2 2 2 160
g47-g70 11 2 2 2 153
g47-g71 11 2 2 2 161
g47-g72 11 3 2 3 28
g47-g74 11 3 3 3 161
g47-g75 11 3 3 5 394
g47-g76 11 3 3 3 1543
g47-g77 11 3 3 3 3444
g47-g78 11 5 3 3 238
g47-g79 11 6 5 5 324
g47-g80 11 6 6 6 91
g47-g81 11 8 8 10 563
g47-g83 11 12 8 8 615
g47-g84 11 9 9 11 3671
g47-g85 11 11 8 9 615
g47-g87 11 9 8 9 594
g47-g88 11 9 10 9 726
g47-g89 11 9 9 10 703
g47-g90 11 16 15 16 1091
g47-g91 11 22 15 16 1107
g47-g92 11 20 19 20 1362
g47-g94 11 31 27 26 1803
g47-g95 11 29 31 34 774
g47-g96 11 29 29 29 899
g47-g97 11 29 29 30 983
g47-g98 11 35 32 30 1352
g47-g99 11 29 31 37 1226
g48-g100 11 1886 3772 5766 7692
g48-g101 11 2263 4698 6775 9357
g48-g102 11 2259 4515 6798 9217
g48-g103 11 2358 4589 6809 9215
g48-g104 11 3704 7064 10534 14325
g48-g105 11 3537 7224 10531 14777
g48-g106 11 8213 17469 25466 35874
g48-g107 11 6655 13502 19976 27307
g48-g108 11 7865 15897 23689 32376
g48-g109 11 11304 22817 33666 45882
g48-g110 11 13548 28337 42022 58630
g48-g111 11 11069 22809 34092 48370
g48-g112 11 18656 37430 56113 76493
g48-g51 11 32426 90624 161974 287232
g48-g52 11 19 39 66 105
g48-g53 11 21 51 63 85
g48-g54 11 37 94 141 191
g48-g55 11 42 105 157 276
g48-g56 11 49 105 143 194
g48-g57 11 10 29 30 40
g48-g61 11 80 161 240 326
g48-g62 11 84 169 253 345
g48-g63 11 108 368 614 1738
g48-g64 11 1000000 1000000 1000000 1000000
g48-g65 11 118 236 352 494
g48-g67 11 137 290 410 558
g48-g68 11 539258 1000000 1000000 1000000
g48-g69 11 149 298 444 604
g48-g70 11 128 265 382 557
g48-g71 11 149 298 480 605
g48-g72 11 41 51 75 102
g48-g74 11 114 187 276 400
g48-g75 11 317 710 1022 1564
g48-g76 11 1213 2700 3811 5694
g48-g77 11 2545 5804 8318 12070
g48-g78 11 305 460 660 897
g48-g79 11 301 600 945 1221
g48-g80 11 85 165 245 334
g48-g81 11 522 1094 1561 2242
g48-g83 11 529 1166 1663 2329
g48-g84 11 2604 6294 8922 12825
g48-g85 11 571 1139 1701 2471
g48-g87 11 550 1124 1651 2250
g48-g88 11 558 1133 1748 2451
g48-g89 11 622 1244 2003 2531
g48-g90 11 1023 2171 3061 4115
g48-g91 11 1067 2070 3091 4226
g48-g92 11 1405 2539 3796 5209
g48-g94 11 1670 3340 5028 6843
g48-g95 11 887 1422 2131 2892
g48-g96 11 861 1653 2474 3381
g48-g97 11 844 1671 2604 3520
g48-g98 11 1138 2259 3373 4605
g48-g99 11 1137 2260 3696 4693
g49-g100 11 1983 3954 6113 7840
g49-g101 11 2331 4792 7167 9382
g49-g102 11 2317 4768 7203 9649
g49-g103 11 2436 4760 7178 9410
g49-g104 11 3680 7557 11441 15101
g49-g105 11 3692 7669 11446 15142
g49-g106 11 9339 19658 29536 40231
g49-g107 11 7155 14745 22462 29802
g49-g108 11 9192 17525 26539 35318
g49-g109 11 11567 23628 35898 46891
g49-g110 11 14677 29750 46041 60487
g49-g111 11 12629 26135 39328 53453
g49-g112 11 19269 39259 59886 78919
g49-g51 11 1306 3403 6870 8839
g49-g52 11 20 40 61 89
g49-g53 11 21 43 65 85
g49-g54 11 38 98 148 195
g49-g55 11 42 109 164 215
g49-g56 11 51 102 152 202
g49-g57 11 10 20 29 39
g49-g61 11 82 167 267 330
g49-g62 11 86 173 263 346
g49-g63 11 354 879 1228 1843
g49-g64 11 1000000 1000000 1000000 1000000
g49-g65 11 120 245 420 485
g49-g67 11 140 286 431 565
g49-g68 11 4355 8485 13181 17524
g49-g69 11 168 365 466 629
g49-g70 11 131 364 400 562
g49-g71 11 152 310 531 619
g49-g72 11 40 50 75 98
g49-g74 11 92 186 289 379
g49-g75 11 319 652 1091 1423
g49-g76 11 1082 2210 3899 5091
g49-g77 11 2237 4577 8485 10683
g49-g78 11 226 466 699 926
g49-g79 11 307 627 947 1241
g49-g80 11 85 167 250 326
g49-g81 11 536 1090 1648 2174
g49-g83 11 542 1305 1803 2309
g49-g84 11 2245 4803 9268 11341
g49-g85 11 584 1192 1819 2362
g49-g87 11 570 1165 1767 2422
g49-g88 11 591 1170 1767 2383
g49-g89 11 669 1328 1967 2579
g49-g90 11 1037 2118 3318 4200
g49-g91 11 1082 2224 3424 4431
g49-g92 11 1320 2769 4409 5424
g49-g94 11 1714 3494 5517 6982
g49-g95 11 832 1469 2218 2903
g49-g96 11 850 1715 2608 3407
g49-g97 11 859 1733 2619 3608
g49-g98 11 1162 2560 3709 4669
g49-g99 11 1395 2436 3576 4687
g5-g100 11 77 155 218 277
g5-g101 11 95 32 33 33
g5-g102 11 97 33 33 33
g5-g103 11 158 33 38 33
g5-g104 11 157 77 77 78
g5-g105 11 438 78 90 79
g5-g106 11 23906 138 148 137
g5-g107 11 3467 141 140 142
g5-g108 11 2178 165 164 166
g5-g109 11 473 173 174 173
g5-g110 11 798 200 201 202
g5-g111 11 29562 240 228 231
g5-g112 11 966 304 299 300
g5-g51 11 0 0 0 0
g5-g52 11 1 0 0 0
g5-g53 11 2140 0 0 0
g5-g54 11 3 0 0 0
g5-g55 11 2 0 0 0
g5-g56 11 3 0 1 0
g5-g57 11 1 2 3 4
g5-g61 11 3 1 1 1
g5-g62 11 4 1 1 1
g5-g63 11 634 1 1 1
g5-g64 11 1 1 1 1
g5-g65 11 12 1 1 1
g5-g67 11 8 1 1 2
g5-g68 11 1 1 2 2
g5-g69 11 9 2 2 2
g5-g70 11 5 2 2 2
g5-g71 11 6 2 2 2
g5-g72 11 31 3 4 6
g5-g74 11 7 3 2 3
g5-g75 11 26 4 3 5
g5-g76 11 97 3 3 3
g5-g77 11 209 3 3 3
g5-g78 11 18 3 3 3
g5-g79 11 16 4 4 4
g5-g80 11 8 49 7 11
g5-g81 11 44 7 7 7
g5-g83 11 42 7 7 7
g5-g84 11 282 8 10 10
g5-g85 11 23 77 8 8
g5-g87 11 30 8 8 8
g5-g88 11 32 8 8 8
g5-g89 11 26 8 8 8
g5-g90 11 43 14 14 14
g5-g91 11 96 14 14 15
g5-g92 11 71 18 18 21
g5-g94 11 70 24 24 24
g5-g95 11 59 39 31 39
g5-g96 11 95 41 30 31
g5-g97 11 2229 32 33 32
g5-g98 11 679 30 36 30
g5-g99 11 758 32 29 30
g50-g100 11 1995 3968 5922 8026
g50-g101 11 2428 4695 7310 9522
g50-g102 11 2384 4767 7087 9668
g50-g103 11 2492 4695 7256 9582
g50-g104 11 3735 7392 11074 14928
g50-g105 11 3741 7350 11105 14943
g50-g106 11 8739 17063 25953 34663
g50-g107 11 7041 14155 21188 28171
g50-g108 11 8315 16343 24728 33516
g50-g109 11 11909 23402 35538 47671
g50-g110 11 13991 27917 41599 56242
g50-g111 11 11668 23082 34981 47342
g50-g112 11 18607 36675 56526 74326
g50-g51 11 15 36 45 60
g50-g52 11 22 36 54 73
g50-g53 11 22 43 65 87
g50-g54 11 50 97 146 197
g50-g55 11 44 108 163 220
g50-g56 11 39 98 197 199
g50-g57 11 15 21 32 57
g50-g61 11 84 166 250 352
g50-g62 11 116 162 245 330
g50-g63 11 130 225 339 455
g50-g64 11 1717 3306 5045 6596
g50-g65 11 124 244 368 522
g50-g67 11 145 285 428 576
g50-g68 11 146 288 438 584
g50-g69 11 230 307 479 624
g50-g70 11 135 265 399 553
g50-g71 11 157 308 465 674
g50-g72 11 27 56 81 110
g50-g74 11 84 251 255 342
g50-g75 11 249 497 756 1153
g50-g76 11 1388 2846 4557 5856
g50-g77 11 3175 6534 10411 13590
g50-g78 11 233 457 743 929
g50-g79 11 317 663 962 1414
g50-g80 11 89 174 262 379
g50-g81 11 657 1081 1667 2226
g50-g83 11 587 1156 1745 2346
g50-g84 11 3324 7089 11376 14821
g50-g85 11 600 1181 1784 2400
g50-g87 11 579 1139 1825 2455
g50-g88 11 658 1156 1750 2422
g50-g89 11 656 1289 2022 2621
g50-g90 11 1082 2097 3167 4374
g50-g91 11 1068 2185 3206 4326
g50-g92 11 1321 2587 3852 5454
g50-g94 11 1762 3491 5252 7157
g50-g95 11 759 1489 2330 3089
g50-g96 11 882 1731 2644 3528
g50-g97 11 890 1749 2833 3670
g50-g98 11 1227 2423 3664 4799
g50-g99 11 1199 2394 3592 4811
g6-g100 11 240 376 567 635
g6-g101 11 300 455 2082 2180
g6-g102 11 291 560 2665 2922
g6-g103 11 3795 4110 7907 8051
g6-g104 11 1000000 266 205 236
g6-g105 11 1000001 277 140 242
g6-g106 11 1000001 488 235 466
g6-g107 11 1000001 456 255 417
g6-g108 11 1000001 540 299 533
g6-g109 11 1448 2294 9411 10440
g6-g110 11 52652 54257 1000000 1000001
g6-g111 11 1000001 789 395 698
g6-g112 11 3325 1446 448 640
g6-g51 11 2 3 0 1
g6-g52 11 6 8 134 165
g6-g53 11 2286 0 0 1
g6-g54 11 63 83 2089 2086
g6-g55 11 27 39 1096 1088
g6-g56 11 79 138 2745 2692
g6-g57 11 2 3 4 13
g6-g61 11 10 22 208 324
g6-g62 11 51 45 1346 1378
g6-g63 11 4168 1 1 1
g6-g64 11 6 1 1 2
g6-g65 11 267 475 4870 4824
g6-g67 11 17 27 135 213
g6-g68 11 2 2 2 2
g6-g69 11 31 37 2 3
g6-g70 11 16 27 110 124
g6-g71 11 22 37 3 3
g6-g72 11 45 13 7 12
g6-g74 11 364 374 12332 11808
g6-g75 11 32930 33510 1000000 1000000
g6-g76 11 1000000 1000000 1000000 1000000
g6-g77 11 1000000 1000000 1000000 1000000
g6-g78 11 971 1016 16617 16566
g6-g79 11 156 151 1901 1911
g6-g80 11 15 22 54 45
g6-g81 11 1011 1200 9958 9672
g6-g83 11 830 981 1698 1781
g6-g84 11 39962 39927 96383 96442
g6-g85 11 72 114 311 298
g6-g87 11 505 466 8807 8819
g6-g88 11 609 671 13258 13020
g6-g89 11 101 125 421 552
g6-g90 11 130 252 1148 1231
g6-g91 11 188 113 22 47
g6-g92 11 229 111 27 41
g6-g94 11 214 361 5418 5481
g6-g95 11 115 88 66 89
g6-g96 11 131 321 100 92
g6-g97 11 127 46318 64 91
g6-g98 11 194 264 58 164
g6-g99 11 196 105 58 100
g7-g100 11 304 561 865 1009
g7-g101 11 367 724 995 1218
g7-g102 11 368 680 965 1226
g7-g103 11 3761 7144 10566 12977
g7-g104 11 1799 3674 5198 6628
g7-g105 11 1799 3648 5275 6681
g7-g106 11 9955 18617 26585 35373
g7-g107 11 4617 9295 13248 17033
g7-g108 11 6144 12672 17650 23308
g7-g109 11 1839 3391 4804 6180
g7-g110 11 92692 182636 244422 299079
g7-g111 11 11653 23377 33334 43433
g7-g112 11 3693 6937 9987 12677
g7-g51 11 4058 8980 14478 21095
g7-g52 11 8 12 17 23
g7-g53 11 74 107 162 213
g7-g54 11 76 192 270 389
g7-g55 11 24 82 128 137
g7-g56 11 96 247 345 435
g7-g57 11 2 4 4 6
g7-g61 11 12 30 47 60
g7-g62 11 70 137 209 341
g7-g63 11 1042 2177 3243 4120
g7-g64 11 4571 4245 7008 6133
g7-g65 11 301 594 1066 1081
g7-g67 11 32 40 57 84
g7-g68 11 15350 29578 38271 45828
g7-g69 11 25 46 66 85
g7-g70 11 20 38 54 68
g7-g71 11 26 48 69 88
g7-g72 11 8 16 22 29
g7-g74 11 1000000 1000000 1000000 82879
g7-g75 11 9 6 6 8
g7-g76 11 4 3 3 3
g7-g77 11 3 3 4 3
g7-g78 11 1569 3094 4150 5079
g7-g79 11 160 267 366 458
g7-g80 11 17 28 38 48
g7-g81 11 1007 2054 3083 3665
g7-g83 11 906 1905 3020 3511
g7-g84 11 1000000 1000000 1000000 1000000
g7-g85 11 91 169 240 305
g7-g87 11 480 982 1330 1734
g7-g88 11 819 1619 2265 2899
g7-g89 11 100 185 263 333
g7-g90 11 164 303 455 547
g7-g91 11 205 389 555 699
g7-g92 11 251 486 675 907
g7-g94 11 271 500 710 901
g7-g95 11 161 233 324 414
g7-g96 11 152 270 409 474
g7-g97 11 152 268 585 472
g7-g98 11 368 523 546 690
g7-g99 11 230 385 576 690
g8-g100 11 304 631 846 1097
g8-g101 11 367 759 3725 4191
g8-g102 11 517 30061 33860 34530
g8-g103 11 567 73493 80049 81005
g8-g104 11 1000000 1000000 1000000 19088
g8-g105 11 1000000 1000001 1000001 9131
g8-g106 11 1000000 1000000 1000001 1000002
g8-g107 11 1000000 1000000 1000001 668978
g8-g108 11 1000001 1000000 1000001 1000000
g8-g109 11 1833 3778 18069 20376
g8-g110 11 2969 334483 374120 377996
g8-g111 11 1000000 1000001 1000000 1000000
g8-g112 11 5073 13558 22559 56447
g8-g51 11 2597 18 1 2
g8-g52 11 4 29 57 65
g8-g53 11 6886 10247 17261 22
g8-g54 11 17 542 652 666
g8-g55 11 13 432 534 529
g8-g56 11 12 643 760 815
g8-g57 11 2 6 6 8
g8-g61 11 13 27 332 25895
g8-g62 11 24 574 646 662
g8-g63 11 260713 1000000 8 38017
g8-g64 11 208 478 2 3
g8-g65 11 87 3705 4149 4217
g8-g67 11 33 46 257 293
g8-g68 11 1000000 2 3 2
g8-g69 11 115 281 811 34237
g8-g70 11 22 60 75 111
g8-g71 11 129 310 836 38125
g8-g72 11 148 298 475 23484
g8-g74 11 30 603437 603235 605987
g8-g75 11 130 1000000 1000000 1000000
g8-g76 11 291 1000000 1000000 1000000
g8-g77 11 623 1000000 1000000 1000000
g8-g78 11 66 5925 6738 6816
g8-g79 11 60 1071 934 1065
g8-g80 11 18 32 44 58
g8-g81 11 234 16780 18379 19193
g8-g83 11 139 12957 14475 14879
g8-g84 11 547 1000000 1000000 1000000
g8-g85 11 92 191 314 334
g8-g87 11 132 2238 3057 3005
g8-g88 11 124 3984 4933 4977
g8-g89 11 101 209 333 419
g8-g90 11 237 10174 11872 12161
g8-g91 11 319 772 1269 2350
g8-g92 11 364 946 1584 3335
g8-g94 11 307 5166 7224 7689
g8-g95 11 228 462 970 12058
g8-g96 11 352 701 1528 21445
g8-g97 11 207 479 5447 70276
g8-g98 11 769 1946 6291 6178
g8-g99 11 841 2039 8328 4867
g9-g100 11 383 675 1028 1459
g9-g101 11 434 852 285291 288040
g9-g102 11 436 1062 1000000 1000000
g9-g103 11 684 1275 1000000 1000000
g9-g104 11 1000001 18178 1843 1015
g9-g105 11 1000001 18651 793 1003
g9-g106 11 1000000 36635 1529 1964
g9-g107 11 1000000 71074 1443 1846
g9-g108 11 1000001 71597 1877 2205
g9-g109 11 2174 4042 535735 535517
g9-g110 11 3506 6553 1000001 1000001
g9-g111 11 1000001 46070 2212 2834
g9-g112 11 4159 8276 1000002 1000001
g9-g51 11 6 3 3 6
g9-g52 11 4 9 529 537
g9-g53 11 12968 39 5 11
g9-g54 11 13 42 18966 19000
g9-g55 11 13 30 8918 9131
g9-g56 11 14 31 24945 24765
g9-g57 11 2 5 7 10
g9-g61 11 15 29 356 361
g9-g62 11 18 36 6334 6373
g9-g63 11 13254 12 5 11
g9-g64 11 1000000 8557 2280 5392
g9-g65 11 49 95 1000000 1000000
g9-g67 11 40 50 19334 19340
g9-g68 11 4 3 3 3
g9-g69 11 41 98 1000000 1000000
g9-g70 11 25 47 121 190
g9-g71 11 43 105 1000000 1000000
g9-g72 11 50 1000000 1000000 1000000
g9-g74 11 24 45 261760 265517
g9-g75 11 96 213 1000000 1000000
g9-g76 11 353 803 1000000 1000000
g9-g77 11 760 1475 1000000 1000000
g9-g78 11 76 149 339444 340885
g9-g79 11 71 165 29025 28888
g9-g80 11 32 36 52 72
g9-g81 11 179 339 1000000 1000000
g9-g83 11 221 336 983913 983537
g9-g84 11 686 1363 1000000 1000000
g9-g85 11 119 205 313 443
g9-g87 11 131 248 125679 125688
g9-g88 11 166 340 201826 202218
g9-g89 11 120 224 342 508
g9-g90 11 212 365 289523 289972
g9-g91 11 243 489 1000000 1000000
g9-g92 11 293 592 1000000 1000000
g9-g94 11 331 627 119852 120227
g9-g95 11 165 356 1000000 457
g9-g96 11 217 637 287 414
g9-g97 11 186 14309 679 389
g9-g98 11 330 2628 331 437
g9-g99 11 323 5847 330 443
g10-g58-normed 11 104361 131864 1000000 1000000
g10-g59-normed 11 96905 106157 1000000 1000000
g10-g60-normed 11 19 43 5 8
