instance family sequential-except-0-pf sequential-except-0-pd sequential-d2-except-0-pf sequential-d2-except-0-pd sequential-except-1-pf sequential-except-1-pd sequential-d2-except-1-pf sequential-d2-except-1-pd sequential-except-2-pf sequential-except-2-pd sequential-d2-except-2-pf sequential-d2-except-2-pd sequential-except-3-pf sequential-except-3-pd sequential-d2-except-3-pf sequential-d2-except-3-pd sequential-except-4-pf sequential-except-4-pd sequential-d2-except-4-pf sequential-d2-except-4-pd sequential-except-5-pf sequential-except-5-pd sequential-d2-except-5-pf sequential-d2-except-5-pd sequential-except-10-pf sequential-except-10-pd sequential-d2-except-10-pf sequential-d2-except-10-pd sequential-except-20-pf sequential-except-20-pd sequential-d2-except-20-pf sequential-d2-except-20-pd
si6_m4Dr6_m625.06 6 993937 11801 992961 48195 995183 11456 995183 20573 995482 12250 995482 12362 995656 12685 995656 12685 995641 13333 995641 13333 995650 13871 995650 13871 995780 14204 995780 14204 995713 14224 995713 14224
si6_m4Dr6_m625.02 6 994434 11216 994040 45415 995258 11000 995258 19793 995590 11649 995590 11763 995492 12279 995492 12279 995608 12690 995608 12690 995655 13176 995655 13176 995713 13240 995713 13240 995713 13240 995713 13240
si6_m4Dr6_m625.03 6 993922 11195 992264 48954 995216 11574 995216 20658 995373 12286 995373 12399 995641 12573 995641 12573 995629 13194 995629 13194 995708 13565 995708 13565 995791 14191 995791 14191 995713 13937 995713 13937
si4_m4Dr2_m625.09 6 993129 13309 992623 47510 994050 13364 994050 26074 994116 14492 994116 14690 994295 15296 994295 15296 994469 15626 994469 15626 994461 15936 994461 15936 994291 16164 994291 16164 994291 16164 994291 16164
si4_m4Dr2_m625.04 6 993096 13065 993162 49634 994128 13592 994128 26051 994296 14974 994296 14974 994217 15756 994217 15756 994323 15609 994323 15609 994410 16246 994410 16246 994291 16049 994291 16049 994291 16049 994291 16049
si4_m4Dr2_m625.02 6 992131 13558 991038 48587 993571 13702 993547 23610 993881 14726 993881 14788 994257 15593 994257 15593 994357 16361 994357 16361 994064 16640 994064 16640 994291 17457 994291 17457 994291 17457 994291 17457
si4_m4Dr2_m625.07 6 991738 12839 990168 49283 993343 14296 993303 26788 993697 15480 993697 15579 994138 16704 994138 16704 994149 17221 994149 17221 994300 17783 994300 17783 994291 18530 994291 18530 994291 18530 994291 18530
si4_m4Dr2_m625.00 6 992189 14044 991596 51420 993645 13734 993552 25526 994081 14634 994081 14694 994202 15539 994202 15539 994313 15907 994313 15907 994338 16506 994338 16506 994291 16924 994291 16924 994291 16924 994291 16924
si4_m4Dr2_m625.08 6 992819 13660 992219 48821 993792 14017 993792 25673 994116 15121 994116 15363 994310 16051 994310 16051 994339 16584 994339 16584 994161 16689 994161 16689 994291 17133 994291 17133 994291 17133 994291 17133
si4_m4Dr2_m625.01 6 992662 13425 991961 51369 993748 13884 993748 26029 994162 15150 994162 15218 994329 15992 994329 15992 994305 16719 994305 16719 994240 16922 994240 16922 994291 17516 994291 17516 994291 17516 994291 17516
si4_m4Dr2_m625.06 6 992118 12699 991775 48555 993640 13041 993640 23461 994012 14241 994012 14265 994198 15153 994198 15153 994480 15899 994480 15899 994322 16230 994322 16230 994291 16759 994291 16759 994291 16759 994291 16759
si4_m4Dr2_m625.03 6 993395 13965 992853 45613 993996 14253 993996 28764 994234 15111 994234 15111 994292 15926 994292 15926 994428 16289 994428 16289 994409 16558 994409 16558 994291 16681 994291 16681 994291 16681 994291 16681
si4_m4Dr2_m625.05 6 993114 15347 992753 53834 993962 13922 993962 27211 994215 14811 994215 14811 994416 15523 994416 15523 994412 15849 994412 15849 994294 15950 994294 15950 994291 16440 994291 16440 994291 16440 994291 16440
si2_r001_m600.00 7 990078 29354 989932 103025 990115 29821 990115 32435 990123 29729 990123 29967 990057 29649 990057 29649 990087 30110 990087 30110 989905 30066 989905 30066 989905 30066 989905 30066 989905 30066 989905 30066
si2_r001_m600.06 7 990193 24808 989917 80143 990057 24797 990057 26563 989798 24844 989798 24957 990022 24879 990022 24879 989985 25068 989985 25068 990039 24867 990039 24867 989905 25357 989905 25357 989905 25357 989905 25357
si2_r001_m600.04 7 989960 29888 989982 109941 990088 30088 990088 34784 990093 30162 990093 30281 990018 30598 990018 30598 990119 30381 990119 30381 990036 30324 990036 30324 989905 30295 989905 30295 989905 30295 989905 30295
si2_r001_m600.07 7 989843 27689 989908 98696 990042 27740 990042 30985 989981 28174 989981 28520 990056 28119 990056 28119 990173 28540 990173 28540 990237 28537 990237 28537 989905 28842 989905 28842 989905 28842 989905 28842
si2_r001_m600.02 7 990034 29131 989925 104154 990058 29205 990058 32941 990009 29537 990009 29634 990111 29296 990111 29296 990219 29847 990219 29847 990078 29563 990078 29563 989905 29385 989905 29385 989905 29385 989905 29385
si2_r001_m600.08 7 990120 26758 990022 89120 990004 26925 990004 29991 989968 26966 989968 27156 990155 27160 990155 27160 990211 27013 990211 27013 990056 27108 990056 27108 989905 27064 989905 27064 989905 27064 989905 27064
si2_r001_m600.03 7 990188 25927 989883 86688 990068 26148 990068 27857 990037 26100 990037 26212 990037 26050 990037 26050 989905 26328 989905 26328 989905 26328 989905 26328 989905 26328 989905 26328 989905 26328 989905 26328
si2_r001_m600.01 7 990028 28031 989867 96664 990086 28267 989856 32295 990085 28515 990085 28819 990060 28650 990060 28650 990043 28624 990043 28624 990066 29150 990066 29150 989905 28563 989905 28563 989905 28563 989905 28563
si2_r001_m600.05 7 990113 29077 989873 102824 990027 29398 990027 33600 990008 29589 990008 29914 990013 29460 990013 29460 990048 29378 990048 29378 989905 29570 989905 29570 989905 29570 989905 29570 989905 29570 989905 29570
si2_r001_m600.09 7 989802 28931 989879 99428 990253 28823 990253 31024 990051 28676 990051 28769 989979 29003 989979 29003 990107 29132 990107 29132 989905 28890 989905 28890 989905 28890 989905 28890 989905 28890 989905 28890
si2_m4Dr2_m256.09 6 975456 62660 974053 182772 976169 66941 976169 136304 976554 69755 976554 70875 976537 71309 976537 71309 976456 71921 976456 71921 976871 71902 976871 71902 976924 72184 976924 72184 976924 72184 976924 72184
si2_m4Dr2_m256.03 6 975181 56294 975070 185581 975885 56002 975885 106595 976677 60313 976677 60313 976777 62428 976777 62428 976466 62612 976466 62612 976443 62829 976443 62829 976924 62925 976924 62925 976924 62925 976924 62925
si2_m4Dr2_m256.04 6 975125 64144 975112 209522 975978 69057 975978 140204 976592 72483 976592 72483 976826 74696 976826 74696 976604 74544 976604 74544 976505 75550 976505 75550 976924 74976 976924 74976 976924 74976 976924 74976
si2_m4Dr2_m256.07 6 965426 61168 965171 192046 974686 49113 974686 77240 975890 52413 975890 52413 976632 57480 976632 57480 976610 60497 976610 60497 976785 61539 976785 61539 976924 62141 976924 62141 976924 62141 976924 62141
si2_m4Dr2_m256.00 6 974268 64486 973857 202692 976085 60243 976085 118050 976434 64403 976434 64403 976609 66706 976609 66706 976571 67919 976571 67919 976813 68103 976813 68103 976924 67949 976924 67949 976924 67949 976924 67949
si2_m4Dr2_m256.06 6 975504 55466 975301 177730 976243 56891 976243 103785 976473 60896 976473 60896 976824 62247 976824 62247 976819 63041 976819 63041 976602 63382 976602 63382 976924 62561 976924 62561 976924 62561 976924 62561
si2_m4Dr2_m256.08 6 967488 46216 966145 179074 975021 46342 975021 76578 975850 53671 975850 54034 976552 59070 976552 59070 976487 61677 976487 61677 976742 63859 976742 63859 976924 65665 976924 65665 976924 65665 976924 65665
si2_m4Dr2_m256.05 6 966549 64032 965920 206430 974072 57317 974072 101259 975539 63230 975539 63230 976565 68662 976565 68662 976373 72154 976373 72154 976856 74225 976856 74225 976924 75188 976924 75188 976924 75188 976924 75188
si2_m4Dr2_m256.01 6 973991 59395 972255 182485 975967 55689 975967 104833 976461 60286 976461 61686 976586 62703 976586 62703 976593 63578 976593 63578 976398 64304 976398 64304 976924 64605 976924 64605 976924 64605 976924 64605
si2_m4Dr2_m256.02 6 970324 56992 970452 194684 975094 54312 975094 92029 975987 60846 975987 60846 976797 66115 976797 66115 976591 68323 976591 68323 976724 69545 976724 69545 976924 69564 976924 69564 976924 69564 976924 69564
si6_r001_m600.09 7 995428 17304 995346 103069 995455 17917 995455 24105 995457 18406 995457 18775 995458 18711 995458 18749 995439 19060 995439 19060 995531 19247 995531 19247 995544 19437 995544 19437 995461 19491 995461 19491
si6_r001_m600.00 7 995500 17493 995348 105720 995474 17919 995474 23762 995554 18816 995554 19037 995500 18886 995500 18886 995552 19264 995552 19264 995551 19460 995551 19460 995461 19471 995461 19471 995461 19471 995461 19471
si6_r001_m600.07 7 995362 18090 995153 108943 995468 18608 995468 24994 995546 19059 995546 19428 995574 19426 995574 19426 995568 19699 995568 19699 995552 19838 995552 19838 995591 20025 995591 20025 995461 20030 995461 20030
si6_r001_m600.03 7 995470 17860 995287 111602 995381 18458 995381 24544 995604 19003 995604 19320 995449 19342 995449 19352 995407 19375 995407 19375 995586 19697 995586 19697 995559 20067 995559 20067 995461 20030 995461 20030
si6_r001_m600.01 7 995357 17673 995355 109191 995361 18149 995361 24396 995422 18617 995422 18828 995521 19147 995521 19147 995557 19577 995557 19577 995629 19826 995629 19826 995543 20277 995543 20277 995461 20305 995461 20305
si6_r001_m600.06 7 995193 17815 995232 108349 995480 18518 995480 24776 995517 18789 995517 19133 995588 19090 995588 19098 995353 19359 995353 19359 995529 19899 995529 19899 995675 19839 995675 19839 995461 20296 995461 20296
si6_r001_m600.08 7 995365 17809 995314 111177 995445 18626 995445 24552 995523 19175 995523 19461 995467 19190 995467 19198 995564 19522 995564 19522 995508 19707 995508 19707 995561 19968 995561 19968 995461 19783 995461 19783
si6_r001_m600.02 7 995369 17814 995247 110909 995500 18432 995352 24305 995479 19073 995479 19408 995542 19635 995542 19659 995521 19857 995521 19857 995624 19628 995624 19628 995520 20067 995520 20067 995461 20172 995461 20172
si6_r001_m600.04 7 995406 17922 995261 105951 995447 18287 995414 24845 995450 19067 995450 19408 995639 19207 995639 19207 995554 19453 995554 19453 995619 19538 995619 19538 995607 20034 995607 20034 995461 19662 995461 19662
si6_r001_m600.05 7 995429 18203 995156 109430 995274 18640 995465 25225 995477 19121 995477 19521 995542 19625 995542 19631 995417 19914 995417 19918 995521 20235 995521 20235 995611 20519 995611 20519 995461 20264 995461 20264
si2_m4Dr2_m1296.05 6 993946 11397 993173 43886 994987 11457 994987 20699 995129 12903 995129 12935 995307 13996 995307 13996 995271 14303 995271 14303 995305 14808 995305 14808 995422 15052 995422 15052 995422 15052 995422 15052
si2_m4Dr2_m1296.09 6 994038 12018 993634 48003 994900 11522 994900 21295 995139 12467 995139 12467 995360 13564 995360 13564 995370 14045 995370 14045 995235 14098 995235 14098 995422 14345 995422 14345 995422 14345 995422 14345
si2_m4Dr2_m1296.02 6 994571 10863 994285 42698 995148 11338 995148 19665 995272 11925 995272 11925 995406 12554 995406 12554 995194 12899 995194 12899 995358 12794 995358 12794 995422 13106 995422 13106 995422 13106 995422 13106
si2_m4Dr2_m1296.07 6 993846 12879 993282 47061 994865 12120 994786 22328 995226 12897 995226 12897 995238 13811 995238 13811 995187 14507 995187 14507 995342 14557 995342 14557 995422 14810 995422 14810 995422 14810 995422 14810
si2_m4Dr2_m1296.00 6 993275 11531 992597 49386 994598 11751 994598 20865 995153 12778 995153 12868 995256 13649 995256 13649 995273 14206 995273 14206 995345 14768 995345 14768 995422 15479 995422 15479 995422 15479 995422 15479
si2_m4Dr2_m1296.06 6 994624 10900 994285 41578 995029 11444 995029 20617 995353 12420 995353 12659 995144 13179 995144 13179 995279 13211 995279 13211 995306 13586 995306 13586 995422 13614 995422 13614 995422 13614 995422 13614
si2_m4Dr2_m1296.08 6 994239 10830 994176 41676 995211 11124 995211 19597 995169 12173 995169 12241 995331 13013 995331 13013 995285 13027 995285 13027 995331 13474 995331 13474 995422 13416 995422 13416 995422 13416 995422 13416
si2_m4Dr2_m1296.01 6 994858 11892 994714 44761 995254 12375 995254 23619 995081 13167 995081 13246 995320 13978 995320 13978 995462 14043 995462 14043 995243 13998 995243 13998 995422 14180 995422 14180 995422 14180 995422 14180
si2_m4Dr2_m1296.03 6 993877 13219 993254 50158 994895 11405 994895 21443 995150 12286 995150 12297 995305 13264 995305 13264 995365 13954 995365 13954 995316 14150 995316 14150 995422 14568 995422 14568 995422 14568 995422 14568
si2_m4Dr2_m1296.04 6 993034 11349 992184 44276 994706 11058 994706 20511 995170 12671 995170 12671 995202 14229 995202 14229 995173 14694 995173 14694 995377 15021 995377 15021 995422 15998 995422 15998 995422 15998 995422 15998
si4_b06m_m800.08 4 993946 10522 991365 29736 995134 10516 995239 13706 995499 11107 995499 11868 995446 11416 995446 11440 995485 11483 995485 11483 995645 11766 995645 11766 995644 12665 995644 12665 995665 13449 995665 13449
si4_b06m_m800.00 4 993790 11448 991372 32545 995296 10777 995221 14878 995448 11427 995448 12477 995468 11673 995468 11761 995579 11900 995579 11900 995455 11928 995455 11928 995573 12908 995573 12908 995496 13467 995496 13467
si4_b06m_m800.06 4 993270 11443 991627 30131 995121 10516 995249 14172 995344 10847 995344 11806 995441 11323 995441 11443 995505 11795 995505 11795 995510 12074 995510 12074 995477 12940 995477 12940 995665 14095 995665 14095
si4_b06m_m800.05 4 993677 12762 992174 34749 995101 11210 995160 15714 995475 11539 995475 12675 995497 12005 995497 12130 995514 12269 995514 12269 995495 12664 995495 12664 995545 13588 995545 13588 995665 14400 995665 14400
si4_b06m_m800.04 4 993549 14232 991605 35457 995305 11211 995201 15680 995465 11569 995465 13063 995527 11807 995527 11884 995534 12073 995534 12073 995507 12335 995507 12335 995570 12705 995570 12705 995605 13883 995605 13883
si4_b06m_m800.09 4 993596 10799 991668 33682 995174 10034 995088 13487 995540 10389 995540 11302 995480 10947 995480 11016 995565 11041 995565 11041 995372 11280 995372 11280 995628 12905 995628 12905 995603 13733 995603 13733
si4_b06m_m800.01 4 993950 12746 992393 32496 995294 11523 995315 15529 995410 11941 995410 13107 995481 11814 995481 11882 995462 11989 995462 11989 995408 12112 995408 12112 995489 12659 995489 12659 995665 13862 995665 13862
si4_b06m_m800.07 4 993743 10657 991491 31766 995262 10699 995258 13992 995530 10869 995530 11476 995553 10984 995553 11088 995452 11257 995452 11257 995423 11588 995423 11588 995573 12256 995573 12256 995665 13241 995665 13241
si4_b06m_m800.03 4 994303 9315 990153 33634 995401 10169 995354 13116 995382 10481 995382 11051 995479 10718 995479 10736 995571 11013 995571 11013 995529 11204 995529 11204 995499 11975 995499 11975 995657 12849 995657 12849
si4_b06m_m800.02 4 994269 10921 992642 29691 995298 11116 995250 14650 995581 11619 995581 12530 995341 11951 995341 11999 995483 12239 995483 12239 995547 12400 995547 12400 995618 13124 995618 13124 995630 13559 995630 13559
si6_m4Dr2_m625.08 6 994378 11019 994036 41522 995287 10951 995287 22069 995571 11346 995571 11358 995669 12106 995669 12106 995720 12138 995720 12138 995640 12539 995640 12539 995713 12426 995713 12426 995713 12426 995713 12426
si6_m4Dr2_m625.09 6 994586 10594 994077 38643 995435 10227 995435 20530 995449 10847 995449 10847 995647 11501 995647 11501 995620 11396 995620 11396 995711 11650 995711 11650 995713 11813 995713 11813 995713 11813 995713 11813
si6_m4Dr2_m625.05 6 994693 10302 994206 38619 995452 10492 995452 20994 995703 11067 995703 11101 995664 11510 995664 11510 995792 11831 995792 11831 995616 11923 995616 11923 995713 12171 995713 12171 995713 12171 995713 12171
si6_m4Dr2_m625.01 6 993408 11289 991251 43923 994497 11437 994474 22469 995077 12039 995077 12239 995355 12475 995355 12475 995616 12832 995616 12832 995636 13256 995636 13256 995720 14289 995720 14289 995713 14170 995713 14170
si6_m4Dr2_m625.06 6 993937 11193 993242 41797 995008 11189 995051 21999 995512 11469 995512 11513 995611 11806 995611 11806 995531 12187 995531 12187 995690 12613 995690 12613 995713 12995 995713 12995 995713 12995 995713 12995
si6_m4Dr2_m625.00 6 994265 8898 992757 38095 995243 9840 995107 18378 995597 10589 995597 10592 995602 11002 995602 11002 995710 11288 995710 11288 995762 11737 995762 11737 995794 11879 995794 11879 995713 12059 995713 12059
si6_m4Dr2_m625.03 6 994072 11095 992926 41507 995204 11184 995116 22277 995328 11551 995328 11574 995496 11998 995496 11998 995584 12282 995584 12282 995724 12861 995724 12861 995713 13198 995713 13198 995713 13198 995713 13198
si6_m4Dr2_m625.02 6 994664 10751 993948 39722 995310 11011 995310 22510 995494 11430 995494 11457 995675 11623 995675 11623 995702 12124 995702 12124 995731 12113 995731 12113 995713 12478 995713 12478 995713 12478 995713 12478
si6_m4Dr2_m625.07 6 994073 10842 993418 38368 995033 11081 995033 21868 995284 11540 995284 11557 995624 11825 995624 11825 995819 12135 995819 12135 995756 12505 995756 12505 995713 12750 995713 12750 995713 12750 995713 12750
si6_m4Dr2_m625.04 6 994561 11137 993939 43074 995110 11320 995110 22695 995495 11846 995495 11894 995551 11787 995551 11787 995637 12262 995637 12262 995795 12486 995795 12486 995713 12769 995713 12769 995713 12769 995713 12769
si2_m4D_m1296.01 5 994778 13902 994967 44086 994991 14380 994991 35739 995119 14734 995119 14734 995232 15078 995232 15078 995409 15875 995409 15875 995251 15999 995251 15999 995422 16090 995422 16090 995422 16090 995422 16090
si2_m4D_m1296.08 5 992507 19508 992424 71019 993386 19100 993528 39944 994164 18038 994164 18038 994722 18130 994722 18130 995062 18064 995062 18064 995044 18526 995044 18526 995422 19917 995422 19917 995422 19917 995422 19917
si2_m4D_m1296.06 5 994813 13489 994818 43613 995070 13990 995070 35235 995165 14556 995165 14556 995161 15273 995161 15273 995363 15615 995363 15615 995323 15927 995323 15927 995422 16023 995422 16023 995422 16023 995422 16023
si2_m4D_m1296.05 5 992292 21718 992234 69942 993307 20242 993419 45327 994199 18673 994199 18673 994716 18816 994716 18816 994920 19279 994920 19279 995002 19609 995002 19609 995422 20454 995422 20454 995422 20454 995422 20454
si2_m4D_m1296.09 5 992803 21149 992444 69594 993767 20067 993699 44909 994460 18841 994460 18841 995064 18020 995064 18020 995208 18543 995208 18543 995166 18878 995166 18878 995422 19993 995422 19993 995422 19993 995422 19993
si2_m4D_m1296.03 5 994845 13770 994930 43704 995017 14146 995017 35170 995139 14803 995139 14803 995192 14935 995192 14935 995353 15633 995353 15633 995215 15778 995215 15778 995422 16137 995422 16137 995422 16137 995422 16137
si2_m4D_m1296.07 5 992824 20330 992609 70032 993695 19220 993722 42095 994519 17410 994519 17410 994875 17765 994875 17765 995184 18194 995184 18194 995208 18252 995208 18252 995422 19145 995422 19145 995422 19145 995422 19145
si2_m4D_m1296.02 5 993143 19722 992909 64275 994031 19682 993974 44358 994631 18747 994631 18747 994984 18564 994984 18564 995153 18989 995153 18989 995212 19367 995212 19367 995422 19922 995422 19922 995422 19922 995422 19922
si2_m4D_m1296.04 5 993158 20234 993250 67571 993879 19457 994082 43575 994431 18734 994431 18734 994936 18990 994936 18990 995076 19079 995076 19079 995274 19402 995274 19402 995422 19810 995422 19810 995422 19810 995422 19810
si2_m4D_m1296.00 5 992404 20547 991882 72469 993137 19327 993308 41751 994037 18137 994037 18137 994843 18495 994843 18495 994791 19046 994791 19046 995052 19351 995052 19351 995422 20510 995422 20510 995422 20510 995422 20510
si4_b03_m800.05 3 995665 9235 995665 21499 995665 9235 995665 15347 995665 9235 995665 9235 995665 9235 995665 9235 995665 9235 995665 9235 995665 9235 995665 9235 995665 9235 995665 9235 995665 9235 995665 9235
si4_b03_m800.00 3 995665 9292 995665 21646 995665 9292 995665 15455 995665 9292 995665 9292 995665 9292 995665 9292 995665 9292 995665 9292 995665 9292 995665 9292 995665 9292 995665 9292 995665 9292 995665 9292
