instance family sequential-d2-except-0 sequential-d2-except-1 sequential-d2-except-2 sequential-d2-except-3 sequential-d2-except-4 sequential-d2-except-5 sequential-d2-except-10 sequential-d2-except-20
g43-g55 11 11 12 13 13 14 14 15 380718
g43-g56 11 12 13 14 14 14 15 27 656510
g43-g57 11 11 7 8 8 8 9 11 114
g43-g61 11 13 13 14 21 20 16 19 34205
g43-g62 11 18 19 19 20 21 21 26 214410
g43-g63 11 34 48 35 45 36 36 44998 1000000
g43-g64 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g43-g65 11 31 32 43 43 35 35 37 1000000
g43-g67 11 20 22 23 30 25 26 31 56269
g43-g68 11 4680 14109 28082 45008 67838 96423 1000000 1000000
g43-g69 11 24 25 27 28 29 30 34 266455
g43-g70 11 19 20 21 22 23 24 30 5468
g43-g71 11 33 25 27 28 29 30 34 336210
g43-g72 11 26 21 21 22 23 24 31 1000000
g43-g74 11 54 38 39 40 41 42 146 1000000
g43-g75 11 77 126 179 235 310 404 994 1000000
g43-g76 11 237 267 452 637 838 1036 2120 1000000
g43-g77 11 572 583 817 1074 1322 1586 2803 1000000
g43-g78 11 54 55 57 58 59 60 173 1000000
g43-g79 11 54 47 49 70 53 56 67 887977
g43-g80 11 58 45 59 68 60 53 69 755
g43-g81 11 113 118 122 126 130 133 142 1000001
g43-g83 11 103 128 115 129 121 123 132 1000000
g43-g84 11 731 802 1444 2052 2648 3258 6230 1000001
g43-g85 11 64 68 70 75 81 83 152 2854
g43-g87 11 92 97 101 104 108 111 137 1000000
g43-g88 11 115 102 108 110 130 117 143 1000001
g43-g89 11 72 77 81 86 91 94 116 21645
g43-g90 11 154 159 165 172 181 187 209 1000002
g43-g91 11 150 145 151 160 166 172 204 1000001
g43-g92 11 165 175 181 192 199 207 245 1000001
g43-g94 11 340 240 252 263 281 286 325 1000001
g43-g95 11 200 207 215 224 235 310 305 1000001
g43-g96 11 202 248 218 228 293 250 309 1000001
g43-g97 11 265 209 219 228 239 250 309 1000003
g43-g98 11 218 222 232 242 253 265 353 1000002
g43-g99 11 218 233 232 242 253 264 324 1000002
g44-g100 11 218 220 235 313 258 254 293 2172
g44-g101 11 291 314 328 335 351 363 569 29270
g44-g102 11 381 345 366 395 398 407 448 311399
g44-g103 11 475 444 454 475 491 502 560 1000002
g44-g104 11 599 683 680 765 720 735 4007 1000002
g44-g105 11 603 653 686 704 723 742 4026 1000003
g44-g106 11 1217 1310 1392 1409 1447 1500 643488 1000005
g44-g107 11 1122 1203 1263 1381 1328 1363 125730 1000004
g44-g108 11 1316 1426 1481 1518 1564 1597 429189 1000003
g44-g109 11 1449 1548 1619 1637 1778 1760 2035 147605
g44-g110 11 2818 2934 3052 3319 4056 4924 1000007 1000019
g44-g111 11 1875 2013 2160 2364 2241 2314 837126 1000009
g44-g112 11 2599 2790 2929 2964 3010 3079 3641 1000003
g44-g51 11 8 7 7 7 7 7 7 1000000
g44-g52 11 9 6 6 6 6 6 6 53423
g44-g53 11 8 8 8 8 8 8 10 108974
g44-g54 11 15 17 13 14 13 14 135 1000000
g44-g55 11 15 12 13 17 16 13 15 51171
g44-g56 11 15 13 14 14 14 14 441 1000000
g44-g57 11 12 9 9 11 11 9 11 36
g44-g61 11 16 14 14 14 15 15 22 931
g44-g62 11 19 20 20 25 21 21 24 1000000
g44-g63 11 31 34 34 34 37 64 681959 1000000
g44-g64 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g44-g65 11 43 31 32 33 33 33 37 1000000
g44-g67 11 21 22 23 23 24 25 38 1779
g44-g68 11 92 65173 1000000 1000000 1000000 1000000 1000000 1000000
g44-g69 11 23 25 26 27 27 28 32 4618
g44-g70 11 28 26 28 23 23 24 34 663
g44-g71 11 23 25 34 37 28 36 32 10138
g44-g72 11 27 28 23 24 25 26 31 3718
g44-g74 11 57 39 53 41 42 43 13531 1000000
g44-g75 11 77 90 154 220 292 365 1000000 1000000
g44-g76 11 238 283 451 637 826 1019 1000000 1000000
g44-g77 11 588 594 821 1115 1269 1462 1000001 1000000
g44-g78 11 50 52 54 55 56 76 1712 1000000
g44-g79 11 62 48 50 52 65 71 64 195201
g44-g80 11 46 48 50 52 65 55 65 265
g44-g81 11 111 114 118 152 126 127 150 1000001
g44-g83 11 90 100 124 111 112 115 189 159506
g44-g84 11 719 813 1403 2260 2781 3038 1000001 1000001
g44-g85 11 79 86 77 79 79 110 95 1231
g44-g87 11 138 96 99 103 105 108 200 1000001
g44-g88 11 92 99 103 107 110 112 510 1000001
g44-g89 11 108 81 86 88 89 90 106 3150
g44-g90 11 204 154 203 165 171 207 193 15286
g44-g91 11 138 150 157 160 164 167 189 1000002
g44-g92 11 165 187 188 193 196 200 228 1000001
g44-g94 11 220 235 248 253 261 269 303 45423
g44-g95 11 205 217 228 236 243 250 288 5041
g44-g96 11 207 219 231 244 246 253 290 8019
g44-g97 11 207 221 231 264 246 253 290 6045
g44-g98 11 215 229 262 250 257 264 302 29505
g44-g99 11 238 229 242 249 263 264 301 29783
g45-g100 11 252 214 231 239 249 249 290 363
g45-g101 11 289 309 418 362 347 358 451 11033
g45-g102 11 320 341 359 386 412 399 516 13250
g45-g103 11 425 436 449 468 492 577 544 26977
g45-g104 11 593 635 670 687 705 726 817 431761
g45-g105 11 600 785 669 690 710 729 820 440297
g45-g106 11 1421 1294 1545 1390 1439 1512 1708 1000006
g45-g107 11 1142 1184 1239 1281 1304 1341 1829 1000010
g45-g108 11 1288 1387 1457 1496 1539 1572 1997 1000006
g45-g109 11 1378 1535 1593 1622 1686 1782 1940 55400
g45-g110 11 2808 2878 2978 3011 3030 3083 7570 1000010
g45-g111 11 1839 1971 2086 2218 2202 2257 2678 1000004
g45-g112 11 2538 2713 2867 2917 2966 3075 3424 654951
g45-g51 11 8 7 7 9 7 7 7 1000000
g45-g52 11 6 6 6 6 6 6 6 2538
g45-g53 11 11 8 10 8 8 8 8 834
g45-g54 11 15 13 13 17 13 13 14 7056
g45-g55 11 11 12 13 13 13 16 14 486
g45-g56 11 12 13 13 13 14 14 17 15274
g45-g57 11 8 8 9 10 10 11 10 14
g45-g61 11 13 13 14 14 14 18 22 439
g45-g62 11 19 19 20 20 20 21 24 22604
g45-g63 11 43 41 33 34 34 34 54 1000000
g45-g64 11 88 88 88 87 87 87 1000000 1000000
g45-g65 11 30 30 42 32 32 33 36 1502
g45-g67 11 21 22 23 23 24 25 35 685
g45-g68 11 72 72 72 86 72 71 1000000 1000000
g45-g69 11 23 31 26 26 27 28 31 729
g45-g70 11 20 21 30 28 30 23 27 152
g45-g71 11 23 25 26 27 27 28 31 965
g45-g72 11 21 22 22 23 24 25 29 305
g45-g74 11 54 39 40 41 42 43 60 1000000
g45-g75 11 83 72 97 74 74 74 1015 1000000
g45-g76 11 234 223 224 236 227 223 3710 1000001
g45-g77 11 531 531 531 530 531 530 447805 1000001
g45-g78 11 47 51 65 54 56 56 61 157199
g45-g79 11 43 47 49 50 53 65 62 1337
g45-g80 11 45 57 49 51 52 54 64 109
g45-g81 11 110 113 116 121 124 126 138 6475
g45-g83 11 89 99 121 109 110 113 126 5681
g45-g84 11 702 678 701 679 677 677 9297 1000000
g45-g85 11 64 69 89 77 77 79 92 114
g45-g87 11 88 94 98 101 104 106 117 83682
g45-g88 11 90 97 102 118 108 140 181 67431
g45-g89 11 72 79 84 86 87 89 104 720
g45-g90 11 135 151 231 175 170 173 191 6060
g45-g91 11 135 147 154 158 161 164 186 31273
g45-g92 11 162 175 185 249 202 197 224 49666
g45-g94 11 210 231 244 250 257 266 297 7561
g45-g95 11 212 223 222 231 238 246 282 1045
g45-g96 11 209 215 226 234 245 249 285 1380
g45-g97 11 229 215 318 234 242 249 285 1277
g45-g98 11 210 224 236 262 254 259 297 2360
g45-g99 11 210 226 300 267 257 260 387 2368
g46-g100 11 198 218 213 198 197 204 251 84257
g46-g101 11 358 260 266 276 296 311 513 1000003
g46-g102 11 291 305 319 444 345 369 497 1000002
g46-g103 11 598 405 440 491 530 570 348894 1000004
g46-g104 11 557 578 588 608 899 1346 1000002 1000002
g46-g105 11 561 579 591 713 903 1352 1000001 1000003
g46-g106 11 1131 1183 1410 3864 179059 1000010 1000007 1000009
g46-g107 11 1041 1074 1115 1574 6902 55420 1000005 1000006
g46-g108 11 1217 1267 1323 2114 6317 152583 1000014 1000007
g46-g109 11 1275 1282 1305 1350 1449 1580 2230 1000004
g46-g110 11 2677 2902 3490 5968 88173 1000014 1000005 1000009
g46-g111 11 1808 1804 2087 5199 228096 1000003 1000004 1000013
g46-g112 11 2415 2478 2464 2545 2590 2661 87355 1000004
g46-g51 11 10 7 6 6 6 6 7 1000000
g46-g52 11 6 5 7 5 5 5 6 1000000
g46-g53 11 8 7 7 7 8 8 2118 1000000
g46-g54 11 11 14 12 12 12 28 104142 1000000
g46-g55 11 10 11 14 11 11 12 1272 1000000
g46-g56 11 13 15 12 12 13 91 148874 1000000
g46-g57 11 9 8 7 7 8 7 9 1599
g46-g61 11 16 11 15 11 12 12 18 94718
g46-g62 11 18 17 17 17 17 18 10030 1000000
g46-g63 11 30 40 394 55196 612347 1000000 1000000 1000000
g46-g64 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g46-g65 11 27 28 30 32 34 36 11903 1000000
g46-g67 11 19 18 18 18 20 21 31 202355
g46-g68 11 50625 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g46-g69 11 21 21 21 21 28 24 91 249840
g46-g70 11 19 25 18 18 24 22 25 47623
g46-g71 11 21 21 21 22 23 24 340 582407
g46-g72 11 28 21 20 20 20 20 24 547252
g46-g74 11 37 37 51 48 37 37 1000000 1000000
g46-g75 11 76 91 162 578 68529 1000000 1000000 1000000
g46-g76 11 235 275 442 4585 118017 1000000 1000000 1000001
g46-g77 11 544 584 913 8109 1000000 1000000 1000000 1000000
g46-g78 11 56 49 55 98 318 3410 1000000 1000001
g46-g79 11 58 46 43 44 46 47 727 1000000
g46-g80 11 60 44 44 43 43 43 54 18428
g46-g81 11 99 104 115 125 134 138 69432 1000001
g46-g83 11 79 90 94 100 108 116 4202 1000001
g46-g84 11 695 794 1450 11199 101700 1000001 1000001 1000000
g46-g85 11 72 61 61 61 61 62 84 139590
g46-g87 11 99 83 90 93 95 99 192260 1000001
g46-g88 11 83 87 94 98 114 146 602755 1000001
g46-g89 11 68 68 68 68 93 72 120 285918
g46-g90 11 123 176 130 158 146 163 264 1000001
g46-g91 11 128 129 131 133 135 140 3205 1000001
g46-g92 11 153 154 157 219 161 167 3949 1000003
g46-g94 11 195 195 275 255 219 333 692 1000001
g46-g95 11 215 196 198 198 198 201 249 322045
g46-g96 11 197 198 198 237 273 274 341 551473
g46-g97 11 197 205 199 199 201 204 304 331120
g46-g98 11 203 203 206 207 210 215 2405 1000003
g46-g99 11 205 247 205 207 210 215 1752 1000001
g47-g100 11 255 196 196 196 196 285 261 33514
g47-g101 11 257 261 263 273 302 310 433 977076
g47-g102 11 283 295 317 335 344 367 539 1000004
g47-g103 11 395 403 434 485 523 540 17064 1000002
g47-g104 11 557 571 582 594 619 688 279257 1000001
g47-g105 11 558 574 588 599 623 707 279629 1000002
g47-g106 11 1112 1178 1211 1261 1889 15929 1000004 1000006
g47-g107 11 1037 1071 1097 1151 1381 2103 1000006 1000016
g47-g108 11 1235 1259 1286 1353 1527 2773 1000008 1000010
g47-g109 11 1270 1275 1301 1341 1472 1520 2106 1000019
g47-g110 11 2747 2803 2939 3045 5976 31165 1000004 1000012
g47-g111 11 1773 1790 1925 1906 3915 20487 1000015 1000003
g47-g112 11 2424 2396 2435 2482 2531 2640 17766 1000005
g47-g51 11 7 7 6 6 7 6 7 1000000
g47-g52 11 6 5 7 5 5 5 6 1000000
g47-g53 11 7 7 7 7 9 8 88 1000000
g47-g54 11 11 14 14 12 16 14 6130 1000000
g47-g55 11 10 11 14 11 11 16 166 1000000
g47-g56 11 11 12 12 12 13 20 8471 1000000
g47-g57 11 9 8 7 7 7 7 9 907
g47-g61 11 12 11 11 11 12 16 18 29124
g47-g62 11 18 17 17 17 17 18 1175 1000000
g47-g63 11 30 33 34 79 1752 22288 1000000 1000000
g47-g64 11 89 89 88 1000000 1000000 1000000 1000000 1000001
g47-g65 11 27 28 30 32 34 49 874 1000000
g47-g67 11 19 18 18 18 27 21 30 59069
g47-g68 11 90 73 73 779478 1000000 1000000 1000000 1000000
g47-g69 11 29 20 21 21 22 24 45 85164
g47-g70 11 25 18 24 21 18 23 25 11302
g47-g71 11 21 21 21 22 30 34 105 158882
g47-g72 11 21 20 20 20 20 20 24 103325
g47-g74 11 37 36 43 48 36 37 294784 1000001
g47-g75 11 72 73 73 77 101 451396 1000000 1000000
g47-g76 11 227 263 226 235 255 36770 1000000 1000000
g47-g77 11 533 534 554 544 560 1000000 1000000 1000000
g47-g78 11 43 49 52 54 58 84 98194 1000000
g47-g79 11 59 41 43 44 45 47 194 1000001
g47-g80 11 44 43 43 54 46 50 54 7101
g47-g81 11 99 104 114 123 131 137 3951 1000000
g47-g83 11 79 89 94 100 116 115 3331 1000001
g47-g84 11 667 683 683 704 738 88030 1000001 1000001
g47-g85 11 61 61 60 61 61 72 90 9978
g47-g87 11 81 82 89 92 99 104 18036 1000001
g47-g88 11 82 86 94 97 101 110 45432 1000001
g47-g89 11 96 67 68 68 69 71 110 10890
g47-g90 11 135 124 185 139 145 151 211 684455
g47-g91 11 144 128 132 132 150 205 702 1000001
g47-g92 11 151 153 163 157 166 211 804 1000001
g47-g94 11 192 194 201 208 219 231 416 1000001
g47-g95 11 195 195 196 220 199 199 247 91017
g47-g96 11 207 243 215 197 199 202 294 149488
g47-g97 11 197 196 197 197 199 202 255 106003
g47-g98 11 201 201 203 205 208 213 741 484365
g47-g99 11 214 202 203 205 209 213 700 492908
g48-g100 11 198 199 198 222 198 260 243 33113
g48-g101 11 260 263 262 266 281 296 411 1000003
g48-g102 11 283 287 302 321 337 353 499 1000003
g48-g103 11 383 395 418 460 502 522 17499 1000004
g48-g104 11 559 569 578 592 611 959 791229 1000003
g48-g105 11 563 573 584 596 653 960 792963 1000008
g48-g106 11 1114 1156 1342 1563 6055 80741 1000005 1000003
g48-g107 11 1054 1063 1089 1129 2089 4752 1000005 1000009
g48-g108 11 1274 1489 1313 1344 2753 7106 1000004 1000004
g48-g109 11 1273 1275 1410 1305 1380 1454 1994 1000004
g48-g110 11 2622 2811 3291 4459 12376 283625 1000007 1000004
g48-g111 11 1768 1816 1844 2307 7893 102680 1000018 1000018
g48-g112 11 2435 2417 2461 2521 2618 2549 20424 1000005
g48-g51 11 10 9 6 6 6 6 9 1000000
g48-g52 11 7 6 6 5 5 6 7 1000000
g48-g53 11 8 7 7 7 7 8 657 1000000
g48-g54 11 11 12 12 12 12 12 13673 1000000
g48-g55 11 11 11 11 13 11 14 555 1000000
g48-g56 11 11 12 12 12 12 13 30916 1000000
g48-g57 11 9 8 8 7 9 7 8 791
g48-g61 11 12 11 11 11 11 12 17 55791
g48-g62 11 18 17 22 17 17 18 1692 1000000
g48-g63 11 29 32 50 1205 43487 365105 1000000 1000000
g48-g64 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000001
g48-g65 11 36 27 29 31 43 34 745 1000000
g48-g67 11 19 18 24 18 19 20 29 112203
g48-g68 11 56839 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g48-g69 11 21 21 28 21 22 23 32 149690
g48-g70 11 19 18 22 18 18 18 31 23621
g48-g71 11 22 21 21 21 22 23 44 290341
g48-g72 11 27 26 20 20 20 20 23 165584
g48-g74 11 47 37 47 37 37 50 1000000 1000001
g48-g75 11 100 89 156 237 1103 558515 1000000 1000000
g48-g76 11 235 269 441 611 4772 368212 1000000 1000000
g48-g77 11 545 584 803 1019 8388 1000000 1000000 1000000
g48-g78 11 43 60 51 53 87 398 426290 1000001
g48-g79 11 41 52 42 44 44 55 182 1000001
g48-g80 11 44 44 43 43 53 43 51 8311
g48-g81 11 98 115 111 118 126 132 3776 1000001
g48-g83 11 79 85 92 96 116 109 139 1000001
g48-g84 11 764 783 1360 1902 11914 832396 1000000 1000001
g48-g85 11 63 62 69 69 69 61 80 56258
g48-g87 11 81 82 125 92 94 95 43174 1000001
g48-g88 11 82 85 91 95 98 102 82633 1000001
g48-g89 11 69 68 68 69 68 69 97 125558
g48-g90 11 123 124 126 132 140 147 202 1000001
g48-g91 11 129 129 131 132 133 185 929 1000002
g48-g92 11 200 155 171 160 159 162 893 1000002
g48-g94 11 195 195 198 202 210 247 311 1000001
g48-g95 11 197 197 197 197 198 200 236 155930
g48-g96 11 208 199 198 200 204 201 242 252126
g48-g97 11 198 198 198 215 200 201 241 179420
g48-g98 11 208 204 204 238 207 211 687 854258
g48-g99 11 202 213 205 206 207 212 654 863012
g49-g100 11 197 198 199 200 200 203 231 1000002
g49-g101 11 261 264 309 272 277 280 443 1000002
g49-g102 11 290 294 298 300 312 325 455 1000002
g49-g103 11 373 384 399 414 429 458 583 1000003
g49-g104 11 561 570 576 588 599 613 1000004 1000003
g49-g105 11 587 572 607 604 601 613 1000003 1000003
g49-g106 11 1129 1188 1173 1256 1251 1451 1000002 1000010
g49-g107 11 1048 1063 1079 1101 1146 1147 1000007 1000014
g49-g108 11 1266 1260 1283 1313 1358 1340 1000018 1000008
g49-g109 11 1282 1296 1325 1362 1453 1398 1818 1000006
g49-g110 11 2798 2868 3589 5257 7783 11966 102133 1000016
g49-g111 11 1760 1806 1819 1863 1894 2181 1000011 1000014
g49-g112 11 2407 2423 2464 2483 2523 2544 3264 1000004
g49-g51 11 7 7 7 8 7 7 7 1000000
g49-g52 11 5 5 5 7 5 5 6 1000000
g49-g53 11 7 7 7 9 8 8 128352 1000000
g49-g54 11 10 13 12 12 12 13 132 1000000
g49-g55 11 10 10 11 11 11 11 55 1000000
g49-g56 11 11 12 12 12 13 13 151 1000000
g49-g57 11 8 8 8 8 8 8 8 861593
g49-g61 11 11 11 11 12 12 12 16 1000000
g49-g62 11 17 17 17 18 18 18 22 1000000
g49-g63 11 30 31 33 163 1836 7161 1000000 1000000
g49-g64 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g49-g65 11 25 26 27 37 30 32 71 1000000
g49-g67 11 18 18 23 19 19 19 26 1000000
g49-g68 11 4651 13542 194789 499685 1000000 1000000 1000000 1000000
g49-g69 11 21 26 21 22 22 30 30 1000000
g49-g70 11 18 24 24 18 19 19 22 1000000
g49-g71 11 21 21 21 22 22 23 30 1000000
g49-g72 11 20 20 21 21 21 21 23 1000000
g49-g74 11 36 36 37 51 37 50 57 1000000
g49-g75 11 76 88 174 282 367 464 1148 1000000
g49-g76 11 233 252 440 652 878 1035 31588 1000000
g49-g77 11 542 567 802 1107 1296 1519 57191 1000000
g49-g78 11 45 47 65 51 75 120 1987 1000001
g49-g79 11 40 41 41 43 44 46 58 1000001
g49-g80 11 43 44 44 44 44 45 50 1000000
g49-g81 11 95 98 101 106 110 134 152 1000001
g49-g83 11 81 84 88 106 98 104 145 1000001
g49-g84 11 685 771 1415 2186 2577 3211 78844 1000001
g49-g85 11 61 61 62 62 63 63 76 1000001
g49-g87 11 82 85 88 91 93 95 353 1000001
g49-g88 11 115 88 99 104 97 101 1109 1000001
g49-g89 11 72 91 69 70 71 72 90 1000001
g49-g90 11 125 181 142 131 134 141 186 1000002
g49-g91 11 127 129 131 132 134 138 165 1000002
g49-g92 11 152 198 156 158 160 163 198 1000002
g49-g94 11 255 197 200 204 209 225 283 1000001
g49-g95 11 195 197 197 199 210 201 228 1000001
g49-g96 11 196 198 199 201 202 204 271 1000001
g49-g97 11 197 198 199 200 201 204 233 1000002
g49-g98 11 202 204 204 207 209 211 533 1000001
g49-g99 11 202 204 205 214 209 211 669 1000002
g5-g100 11 130 135 662 3775 3113 235 151 157
g5-g101 11 193 200 201 200 204 245 205 207
g5-g102 11 217 223 313 227 255 226 254 229
g5-g103 11 315 292 297 293 294 292 295 294
g5-g104 11 409 426 429 436 434 433 436 437
g5-g105 11 414 424 486 440 437 439 438 439
g5-g106 11 1277 863 869 867 871 872 879 885
g5-g107 11 787 830 816 806 806 841 913 828
g5-g108 11 910 928 934 945 947 953 952 981
g5-g109 11 1009 1013 1006 1012 1020 1023 1027 1027
g5-g110 11 1915 1924 2126 1898 1909 1941 1974 1965
g5-g111 11 1867 1409 1336 1347 1349 1382 1355 1416
g5-g112 11 1913 1906 1923 1931 1950 1934 1946 1951
g5-g51 11 3 3 3 4 3 4 3 3
g5-g52 11 2 2 2 2 2 2 2 2
g5-g53 11 1448 3 4 3 3 3 3 3
g5-g54 11 5 6 7 8 6 6 6 6
g5-g55 11 5 5 5 5 5 5 6 6
g5-g56 11 6 6 6 6 6 6 6 6
g5-g57 11 2 3 9 457 3 3 3 3
g5-g61 11 7 6 7 7 7 6 6 6
g5-g62 11 11 11 11 11 14 11 12 12
g5-g63 11 389 25 23 18 18 18 18 18
g5-g64 11 68 69 68 68 68 68 68 68
g5-g65 11 18 18 18 18 18 23 18 18
g5-g67 11 12 11 14 11 11 11 12 11
g5-g68 11 47 47 47 47 47 47 47 47
g5-g69 11 13 13 13 13 13 13 14 14
g5-g70 11 13 10 11 11 11 11 11 11
g5-g71 11 13 17 13 13 13 17 14 14
g5-g72 11 13 13 10 12 13 12 12 12
g5-g74 11 25 25 26 26 26 26 27 27
g5-g75 11 49 49 49 50 50 50 49 49
g5-g76 11 190 189 190 190 194 189 194 189
g5-g77 11 495 495 495 498 495 500 495 496
g5-g78 11 31 31 31 31 41 31 31 32
g5-g79 11 27 28 36 28 28 28 29 29
g5-g80 11 26 44 27 37 30 30 30 30
g5-g81 11 72 98 73 84 85 73 73 74
g5-g83 11 82 61 74 61 61 85 67 71
g5-g84 11 587 596 598 598 598 598 597 598
g5-g85 11 40 63 43 43 43 51 45 55
g5-g87 11 69 59 78 59 60 60 60 60
g5-g88 11 61 61 61 61 61 62 61 61
g5-g89 11 46 48 48 48 49 49 51 50
g5-g90 11 111 93 93 95 94 95 96 95
g5-g91 11 125 105 98 98 109 130 100 99
g5-g92 11 133 161 115 116 116 117 118 118
g5-g94 11 146 154 148 149 199 150 151 151
g5-g95 11 132 136 140 148 147 147 147 147
g5-g96 11 132 138 142 148 148 147 148 148
g5-g97 11 201 137 142 148 148 149 148 148
g5-g98 11 280 144 149 160 153 152 152 153
g5-g99 11 270 144 149 152 156 152 153 153
g50-g100 11 206 205 206 270 206 242 205 231
g50-g101 11 266 275 268 297 375 268 268 318
g50-g102 11 306 290 294 328 341 344 296 347
g50-g103 11 356 360 359 358 358 358 377 419
g50-g104 11 570 562 566 562 592 627 571 644
g50-g105 11 593 568 569 566 567 570 572 652
g50-g106 11 1091 1092 1097 1098 1100 1103 1124 1272
g50-g107 11 1025 1051 1032 1037 1049 1033 1053 1182
g50-g108 11 1264 1289 1350 1213 1208 1217 1262 1423
g50-g109 11 1332 1281 1284 1287 1287 1287 1294 1545
g50-g110 11 2253 2268 2280 2319 2316 2339 2542 2640
g50-g111 11 1698 1695 1706 1702 1738 1726 1746 1966
g50-g112 11 2419 2409 2425 2419 2424 2421 2410 2747
g50-g51 11 14 14 15 14 14 14 13 14
g50-g52 11 13 13 13 13 13 13 16 18
g50-g53 11 14 14 14 14 14 14 14 14
g50-g54 11 17 18 24 18 18 18 18 19
g50-g55 11 17 17 17 17 17 17 17 18
g50-g56 11 17 23 18 25 24 18 18 19
g50-g57 11 20 15 20 15 19 15 15 15
g50-g61 11 18 18 19 19 18 18 18 20
g50-g62 11 24 24 24 24 24 24 25 27
g50-g63 11 39 32 32 32 33 33 34 36
g50-g64 11 92 97 115 298 677 1628 26693 1000000
g50-g65 11 31 31 31 31 31 31 33 36
g50-g67 11 25 25 25 34 25 25 36 29
g50-g68 11 80 66 67 67 67 67 68 69
g50-g69 11 28 28 28 28 28 28 28 33
g50-g70 11 25 25 26 26 26 25 25 29
g50-g71 11 28 39 28 28 28 28 28 33
g50-g72 11 28 28 28 28 28 28 28 30
g50-g74 11 42 43 43 43 43 43 61 61
g50-g75 11 72 72 72 73 73 73 160 476
g50-g76 11 239 273 460 606 785 950 1807 3455
g50-g77 11 586 610 893 1116 1381 1651 2849 5033
g50-g78 11 47 47 47 63 48 48 50 56
g50-g79 11 55 47 60 47 61 47 49 55
g50-g80 11 51 51 51 52 51 51 52 56
g50-g81 11 97 106 97 97 109 97 102 115
g50-g83 11 96 85 86 86 86 86 89 101
g50-g84 11 702 835 1483 2124 2797 3522 6473 12096
g50-g85 11 68 69 69 69 69 69 69 77
g50-g87 11 85 85 86 98 86 87 88 98
g50-g88 11 98 105 87 88 88 88 90 101
g50-g89 11 74 75 76 75 75 76 76 88
g50-g90 11 129 130 130 130 130 130 131 156
g50-g91 11 134 135 136 135 136 135 136 154
g50-g92 11 158 160 217 160 160 160 161 182
g50-g94 11 200 200 201 201 201 201 211 251
g50-g95 11 213 204 205 205 205 204 205 224
g50-g96 11 204 204 206 212 206 205 205 227
g50-g97 11 205 205 205 206 206 205 205 227
g50-g98 11 208 210 210 210 210 210 211 237
g50-g99 11 217 210 228 210 210 210 210 236
g6-g100 11 138 152 158 406410 1000002 1000001 170 170
g6-g101 11 212 224 3778 1000001 1000001 21619 227 228
g6-g102 11 243 243 5386 1000001 1000001 62587 257 253
g6-g103 11 301 310 49274 1000001 1000002 281500 316 317
g6-g104 11 3405 491 477 624 485 485 500 480
g6-g105 11 3415 496 466 632 489 491 538 501
g6-g106 11 28414 973 946 1273 953 1037 955 955
g6-g107 11 7904 892 888 1143 897 897 990 910
g6-g108 11 21669 1045 1026 1363 1059 1053 1085 1056
g6-g109 11 1097 1134 32862 1000018 1000005 96474 1123 1133
g6-g110 11 2138 15559 1000006 1000009 1000002 1000007 2028 2027
g6-g111 11 35527 1504 1452 1917 1495 1493 1527 1495
g6-g112 11 2066 2195 2077 2445 2120 2151 2147 2149
g6-g51 11 3 3 4 4 3 3 3 5
g6-g52 11 2 3 1000000 1000000 1000000 1000000 3 2
g6-g53 11 36 4 3 5 4 4 4 4
g6-g54 11 8 28 1000000 1000000 1000000 1000000 7 7
g6-g55 11 6 9 47024 1000000 1000000 2031 7 7
g6-g56 11 8 38 1000000 1000000 1000000 1000000 7 8
g6-g57 11 3 3 4 8 6 5 6 4
g6-g61 11 6 12 33760 58 7 7 7 7
g6-g62 11 12 30 1000000 1000000 1000000 489725 13 14
g6-g63 11 2227 20 25 20 20 20 20 26
g6-g64 11 69 70 69 70 70 70 70 70
g6-g65 11 19 41 436435 43 19 19 20 20
g6-g67 11 11 15 333 1000000 1000000 1775 13 13
g6-g68 11 49 49 49 49 49 49 49 49
g6-g69 11 14 53 16 16 15 15 16 16
g6-g70 11 10 12 120 28 13 13 14 13
g6-g71 11 14 54 16 16 16 16 16 16
g6-g72 11 17 18 16 14 16 16 20 19
g6-g74 11 34 340 1000000 1000000 1000000 1000000 29 29
g6-g75 11 52 133387 1000000 1000000 1000000 1000000 53 64
g6-g76 11 194 1000000 1000000 1000000 1000000 1000000 192 191
g6-g77 11 500 1000000 1000000 1000000 1000000 1000000 498 498
g6-g78 11 47 367 1000000 1000000 1000000 1129 44 46
g6-g79 11 29 41 25111 1000000 1000000 50826 33 33
g6-g80 11 27 28 39 39 37 36 37 34
g6-g81 11 77 98 358963 171 84 88 79 80
g6-g83 11 64 69 21711 1000000 1000000 42538 68 68
g6-g84 11 599 53536 1000001 1000001 1000001 1000000 605 604
g6-g85 11 41 47 214 1000001 1000001 452 51 51
g6-g87 11 65 102 1000000 1000000 1000000 1000000 67 66
g6-g88 11 68 226 1000000 1000001 1000000 1000000 68 67
g6-g89 11 67 73 372 1000000 1000000 1515 57 57
g6-g90 11 102 118 4410 1000001 1000001 18620 106 106
